work_id,mp_name,district,implementing_agency,work_category,cost_estimate_lakhs,general_risk,fund_risk,timeline_risk,duplicate_risk,base_risk,final_risk_score,risk_level,inspection_priority,risk_reasons
W12107,Lucky Prashad,Kolkata,Public Works Department,Street Lighting,3.69,14.3,0.0,0.0,0.0,14.3,5.72,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11925,Yutika Rana,Salem,State Housing Board,School Building Repair,5.38,14.31,0.0,0.0,0.0,14.31,5.72,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12415,Jagat Mangat,Bengaluru Urban,Municipal Corporation,School Building Repair,10.82,14.29,0.0,0.0,0.0,14.29,5.72,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11390,Ria Ratta,Agra,Municipal Corporation,Street Lighting,5.5,14.31,0.0,0.0,0.0,14.31,5.72,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12212,Gaurav Chandra,Lucknow,State Housing Board,School Building Repair,11.36,14.3,0.0,0.0,0.0,14.3,5.72,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10941,Victor Venkataraman,Dharwad,Public Works Department,Public Toilet Complex,7.67,14.27,0.0,0.0,0.0,14.27,5.71,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11926,Leena Butala,Agra,District Rural Development Agency,Drinking Water Supply,7.33,14.29,0.0,0.0,0.0,14.29,5.71,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12524,Bachittar Choudhry,Asansol,Municipal Corporation,Community Health Center,10.96,14.28,0.0,0.0,0.0,14.28,5.71,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11560,Meera Banerjee,Salem,Zilla Panchayat,Drinking Water Supply,15.88,14.27,0.0,0.0,0.0,14.27,5.71,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12319,Tanish Iyer,Mysuru,Public Works Department,Drainage System,10.62,14.29,0.0,0.0,0.0,14.29,5.71,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10884,Gaurav Chandra,Salem,Zilla Panchayat,Drainage System,12.02,14.26,0.0,0.0,0.0,14.26,5.7,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10577,Gaurav Chandra,Kolkata,Municipal Corporation,Drinking Water Supply,6.73,14.26,0.0,0.0,0.0,14.26,5.7,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12559,Azaan Gupta,Belagavi,State Housing Board,Road Construction,13.65,14.24,0.0,0.0,0.0,14.24,5.7,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11102,Deepa Gala,Kolkata,Municipal Corporation,Community Health Center,13.76,14.25,0.0,0.0,0.0,14.25,5.7,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11285,Victor Venkataraman,Belagavi,State Housing Board,Drinking Water Supply,16.27,14.24,0.0,0.0,0.0,14.24,5.7,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11012,Nicholas Gour,Varanasi,State Housing Board,Road Construction,6.37,14.25,0.0,0.0,0.0,14.25,5.7,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10942,Meera Banerjee,Agra,Municipal Corporation,Drainage System,11.29,14.26,0.0,0.0,0.0,14.26,5.7,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10760,Vanya Suresh,Nashik,District Rural Development Agency,Public Toilet Complex,4.33,14.25,0.0,0.0,0.0,14.25,5.7,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11174,Pallavi Krish,Agra,Municipal Corporation,Drinking Water Supply,4.33,14.25,0.0,0.0,0.0,14.25,5.7,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12682,Owen Bala,Madurai,Zilla Panchayat,Street Lighting,5.94,14.24,0.0,0.0,0.0,14.24,5.69,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10803,Owen Bala,Varanasi,Zilla Panchayat,Public Toilet Complex,4.16,14.23,0.0,0.0,0.0,14.23,5.69,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10837,Yadavi Deshmukh,Belagavi,Public Works Department,Drinking Water Supply,9.71,14.22,0.0,0.0,0.0,14.22,5.69,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12496,Rayaan Mand,Bengaluru Urban,District Rural Development Agency,Street Lighting,2.11,14.21,0.0,0.0,0.0,14.21,5.69,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10114,Jagat Mangat,Varanasi,District Rural Development Agency,Public Toilet Complex,7.22,14.21,0.0,0.0,0.0,14.21,5.69,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11087,Gabriel Thaman,Kanpur,Municipal Corporation,Public Toilet Complex,5.16,14.23,0.0,0.0,0.0,14.23,5.69,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10186,Harrison Kapur,Darjeeling,Zilla Panchayat,Public Toilet Complex,7.5,14.23,0.0,0.0,0.0,14.23,5.69,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10902,Sanya Swamy,Darjeeling,State Housing Board,Drinking Water Supply,10.74,14.23,0.0,0.0,0.0,14.23,5.69,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11224,Krishna Pant,Mysuru,Zilla Panchayat,Street Lighting,4.04,14.24,0.0,0.0,0.0,14.24,5.69,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11059,Yamini Chand,Nagpur,State Housing Board,Street Lighting,4.48,14.19,0.0,0.0,0.0,14.19,5.68,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11272,Sanya Swamy,Coimbatore,Zilla Panchayat,Street Lighting,2.68,14.2,0.0,0.0,0.0,14.2,5.68,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11728,Gaurav Chandra,Thane,District Rural Development Agency,Drainage System,11.8,14.21,0.0,0.0,0.0,14.21,5.68,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11466,Leena Butala,Asansol,Zilla Panchayat,Street Lighting,3.59,14.2,0.0,0.0,0.0,14.2,5.68,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12495,Gaurav Chandra,Nashik,State Housing Board,Drainage System,6.01,14.2,0.0,0.0,0.0,14.2,5.68,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11721,Ishwar Boase,Thane,Municipal Corporation,Road Construction,8.48,14.18,0.0,0.0,0.0,14.18,5.67,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10320,Oliver Sarma,Asansol,Public Works Department,Drinking Water Supply,12.74,14.19,0.0,0.0,0.0,14.19,5.67,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10794,Ekansh Sami,Asansol,District Rural Development Agency,Street Lighting,2.3,14.18,0.0,0.0,0.0,14.18,5.67,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12898,Hemang Bava,Bengaluru Urban,Public Works Department,Drainage System,3.52,14.18,0.0,0.0,0.0,14.18,5.67,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11045,Vrinda Biswas,Lucknow,State Housing Board,Public Toilet Complex,6.38,14.18,0.0,0.0,0.0,14.18,5.67,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11481,Ria Ratta,Howrah,State Housing Board,Community Health Center,17.44,14.17,0.0,0.0,0.0,14.17,5.67,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10201,Tanish Iyer,Coimbatore,State Housing Board,Drainage System,5.39,14.19,0.0,0.0,0.0,14.19,5.67,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11150,Krishna Pant,Lucknow,District Rural Development Agency,Drinking Water Supply,10.74,14.17,0.0,0.0,0.0,14.17,5.67,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12198,Rayaan Mand,Varanasi,Public Works Department,Public Toilet Complex,7.23,14.17,0.0,0.0,0.0,14.17,5.67,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11609,Yadavi Deshmukh,Darjeeling,Municipal Corporation,School Building Repair,6.99,14.14,0.0,0.0,0.0,14.14,5.66,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12413,Leena Butala,Howrah,Public Works Department,Community Health Center,23.55,14.14,0.0,0.0,0.0,14.14,5.66,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12846,Mugdha Varty,Salem,District Rural Development Agency,Street Lighting,5.64,14.15,0.0,0.0,0.0,14.15,5.66,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12733,Tanish Iyer,Nagpur,State Housing Board,Road Construction,11.48,14.15,0.0,0.0,0.0,14.15,5.66,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12948,Ishwar Boase,Varanasi,Municipal Corporation,Drinking Water Supply,17.26,14.15,0.0,0.0,0.0,14.15,5.66,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11984,Odika Naik,Dharwad,District Rural Development Agency,Drinking Water Supply,10.62,14.15,0.0,0.0,0.0,14.15,5.66,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10147,Leena Butala,Kolkata,Municipal Corporation,Street Lighting,3.55,14.14,0.0,0.0,0.0,14.14,5.65,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12992,Yamini Chand,Kanpur,State Housing Board,Road Construction,5.99,14.13,0.0,0.0,0.0,14.13,5.65,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12837,Pallavi Krish,Howrah,District Rural Development Agency,Drainage System,6.65,14.12,0.0,0.0,0.0,14.12,5.65,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12841,Rayaan Mand,Agra,Zilla Panchayat,Drinking Water Supply,6.94,14.12,0.0,0.0,0.0,14.12,5.65,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10714,Christopher Kadakia,Howrah,Municipal Corporation,Drainage System,7.6,14.11,0.0,0.0,0.0,14.11,5.65,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10522,Ekansh Sami,Madurai,Municipal Corporation,Street Lighting,4.22,14.12,0.0,0.0,0.0,14.12,5.65,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11294,Yamini Chand,Agra,District Rural Development Agency,Drinking Water Supply,16.2,14.11,0.0,0.0,0.0,14.11,5.64,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11704,Meera Banerjee,Darjeeling,Zilla Panchayat,Drinking Water Supply,14.46,14.09,0.0,0.0,0.0,14.09,5.64,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12143,Lucky Prashad,Nagpur,Zilla Panchayat,School Building Repair,10.68,14.1,0.0,0.0,0.0,14.1,5.64,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11144,Owen Bala,Kanpur,District Rural Development Agency,Street Lighting,2.76,14.1,0.0,0.0,0.0,14.1,5.64,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10864,Eesha Memon,Nagpur,Zilla Panchayat,Street Lighting,4.18,14.08,0.0,0.0,0.0,14.08,5.63,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11459,Meera Banerjee,Lucknow,Public Works Department,Public Toilet Complex,6.44,14.09,0.0,0.0,0.0,14.09,5.63,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11106,Krishna Pant,Mysuru,District Rural Development Agency,Public Toilet Complex,6.93,14.09,0.0,0.0,0.0,14.09,5.63,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10546,Triya Khatri,Varanasi,District Rural Development Agency,Public Toilet Complex,2.81,14.08,0.0,0.0,0.0,14.08,5.63,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11525,Rayaan Mand,Madurai,Public Works Department,Public Toilet Complex,4.73,14.06,0.0,0.0,0.0,14.06,5.63,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12704,Odika Naik,Kanpur,Zilla Panchayat,Drinking Water Supply,8.67,14.08,0.0,0.0,0.0,14.08,5.63,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11186,Yamini Chand,Coimbatore,Public Works Department,Road Construction,29.96,14.08,0.0,0.0,0.0,14.08,5.63,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12302,Gaurav Chandra,Kolkata,State Housing Board,Drainage System,5.06,14.07,0.0,0.0,0.0,14.07,5.63,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11177,Yadavi Deshmukh,Madurai,Municipal Corporation,Public Toilet Complex,4.92,14.07,0.0,0.0,0.0,14.07,5.63,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11826,Ekansh Sami,Asansol,Zilla Panchayat,Drainage System,12.37,14.04,0.0,0.0,0.0,14.04,5.62,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10738,Mugdha Varty,Bengaluru Urban,District Rural Development Agency,Drainage System,4.97,14.04,0.0,0.0,0.0,14.04,5.62,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10312,Deepa Gala,Bengaluru Urban,District Rural Development Agency,Public Toilet Complex,4.06,14.04,0.0,0.0,0.0,14.04,5.62,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10397,Owen Bala,Nashik,Municipal Corporation,School Building Repair,11.93,14.04,0.0,0.0,0.0,14.04,5.62,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10869,Ekansh Sami,Dharwad,Municipal Corporation,Drainage System,17.01,14.05,0.0,0.0,0.0,14.05,5.62,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12115,Vrinda Biswas,Salem,Public Works Department,School Building Repair,8.44,14.05,0.0,0.0,0.0,14.05,5.62,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12020,Krishna Pant,Howrah,Municipal Corporation,Drainage System,10.19,14.05,0.0,0.0,0.0,14.05,5.62,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12453,Bachittar Choudhry,Howrah,Zilla Panchayat,School Building Repair,5.22,14.03,0.0,0.0,0.0,14.03,5.61,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12833,Rayaan Mand,Dharwad,Zilla Panchayat,Public Toilet Complex,6.96,14.03,0.0,0.0,0.0,14.03,5.61,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10816,Odika Naik,Varanasi,District Rural Development Agency,Street Lighting,4.0,14.03,0.0,0.0,0.0,14.03,5.61,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11352,Rayaan Mand,Chennai,Zilla Panchayat,Drainage System,5.68,14.03,0.0,0.0,0.0,14.03,5.61,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10382,Meera Banerjee,Salem,District Rural Development Agency,Drainage System,13.44,14.03,0.0,0.0,0.0,14.03,5.61,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11232,Ria Ratta,Chennai,State Housing Board,School Building Repair,13.94,14.02,0.0,0.0,0.0,14.02,5.61,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11893,Vrinda Biswas,Nashik,State Housing Board,Drinking Water Supply,14.23,14.02,0.0,0.0,0.0,14.02,5.61,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10686,Eesha Memon,Nagpur,State Housing Board,School Building Repair,10.68,13.99,0.0,0.0,0.0,13.99,5.6,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11543,Owen Bansal,Lucknow,Zilla Panchayat,Street Lighting,5.46,14.0,0.0,0.0,0.0,14.0,5.6,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10477,Ronith Zachariah,Nagpur,District Rural Development Agency,Drinking Water Supply,13.63,14.0,0.0,0.0,0.0,14.0,5.6,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10788,Tanish Iyer,Mysuru,District Rural Development Agency,Public Toilet Complex,3.57,13.99,0.0,0.0,0.0,13.99,5.6,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10815,Krishna Pant,Howrah,Municipal Corporation,Drinking Water Supply,14.65,14.0,0.0,0.0,0.0,14.0,5.6,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12847,Eesha Memon,Agra,State Housing Board,Public Toilet Complex,4.95,14.0,0.0,0.0,0.0,14.0,5.6,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11273,Azaan Gupta,Lucknow,Municipal Corporation,Public Toilet Complex,6.77,14.0,0.0,0.0,0.0,14.0,5.6,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10922,Odika Naik,Agra,Zilla Panchayat,Community Health Center,24.7,14.01,0.0,0.0,0.0,14.01,5.6,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11306,Pallavi Krish,Asansol,State Housing Board,Drinking Water Supply,5.52,13.98,0.0,0.0,0.0,13.98,5.59,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11643,Yutika Rana,Madurai,Municipal Corporation,Street Lighting,3.57,13.96,0.0,0.0,0.0,13.96,5.59,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11155,Yutika Rana,Bengaluru Urban,Municipal Corporation,School Building Repair,4.26,13.97,0.0,0.0,0.0,13.97,5.59,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12659,Victor Venkataraman,Thane,State Housing Board,School Building Repair,3.55,13.97,0.0,0.0,0.0,13.97,5.59,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12810,Triya Khatri,Salem,Public Works Department,Drainage System,15.56,13.97,0.0,0.0,0.0,13.97,5.59,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10073,Nicholas Gour,Lucknow,Zilla Panchayat,Road Construction,15.3,13.94,0.0,0.0,0.0,13.94,5.58,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10305,Gabriel Thaman,Varanasi,Municipal Corporation,Public Toilet Complex,7.62,13.96,0.0,0.0,0.0,13.96,5.58,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12897,Triya Khatri,Salem,State Housing Board,Street Lighting,2.67,13.96,0.0,0.0,0.0,13.96,5.58,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11992,Eesha Memon,Darjeeling,Zilla Panchayat,School Building Repair,3.56,13.96,0.0,0.0,0.0,13.96,5.58,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11286,Yadavi Deshmukh,Coimbatore,Zilla Panchayat,School Building Repair,13.06,13.95,0.0,0.0,0.0,13.95,5.58,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11603,Bachittar Choudhry,Agra,Zilla Panchayat,Road Construction,6.3,13.95,0.0,0.0,0.0,13.95,5.58,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11489,Yutika Rana,Belagavi,District Rural Development Agency,Street Lighting,1.6,13.93,0.0,0.0,0.0,13.93,5.57,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11131,Eesha Memon,Nashik,District Rural Development Agency,School Building Repair,4.12,13.92,0.0,0.0,0.0,13.92,5.57,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10040,Widisha Yohannan,Dharwad,Zilla Panchayat,Drainage System,3.58,13.93,0.0,0.0,0.0,13.93,5.57,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10286,Odika Naik,Bengaluru Urban,District Rural Development Agency,Drainage System,8.15,13.92,0.0,0.0,0.0,13.92,5.57,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10750,Gabriel Thaman,Varanasi,District Rural Development Agency,Drainage System,9.42,13.92,0.0,0.0,0.0,13.92,5.57,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11899,Krishna Pant,Nagpur,District Rural Development Agency,Street Lighting,1.72,13.93,0.0,0.0,0.0,13.93,5.57,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11983,Onveer Kata,Chennai,District Rural Development Agency,Street Lighting,3.71,13.92,0.0,0.0,0.0,13.92,5.57,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10395,Widisha Yohannan,Nashik,State Housing Board,Public Toilet Complex,6.28,13.92,0.0,0.0,0.0,13.92,5.57,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11454,Eesha Memon,Howrah,Public Works Department,Drinking Water Supply,6.54,13.91,0.0,0.0,0.0,13.91,5.57,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12593,Onveer Kata,Coimbatore,District Rural Development Agency,Street Lighting,5.52,13.91,0.0,0.0,0.0,13.91,5.56,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11118,Krishna Pant,Lucknow,Public Works Department,Road Construction,12.65,13.89,0.0,0.0,0.0,13.89,5.56,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12449,Bachittar Choudhry,Mysuru,Public Works Department,Street Lighting,5.28,13.91,0.0,0.0,0.0,13.91,5.56,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11336,Yadavi Deshmukh,Agra,Public Works Department,Public Toilet Complex,4.4,13.91,0.0,0.0,0.0,13.91,5.56,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10843,Onveer Kata,Mysuru,Municipal Corporation,Drainage System,15.14,13.9,0.0,0.0,0.0,13.9,5.56,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11617,Oliver Sarma,Madurai,Municipal Corporation,Community Health Center,25.0,13.9,0.0,0.0,0.0,13.9,5.56,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12600,Onveer Kata,Thane,District Rural Development Agency,Drainage System,3.13,13.89,0.0,0.0,0.0,13.89,5.56,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12255,Oliver Sarma,Nashik,District Rural Development Agency,Public Toilet Complex,4.61,13.88,0.0,0.0,0.0,13.88,5.55,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10781,Victor Venkataraman,Pune,Municipal Corporation,Drainage System,15.1,13.86,0.0,0.0,0.0,13.86,5.55,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11303,Ria Ratta,Darjeeling,Public Works Department,Street Lighting,4.25,13.87,0.0,0.0,0.0,13.87,5.55,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10795,Onveer Kata,Agra,District Rural Development Agency,Drainage System,13.1,13.89,0.0,0.0,0.0,13.89,5.55,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11666,Yug Choudhry,Bengaluru Urban,Municipal Corporation,Drinking Water Supply,5.27,13.86,0.0,0.0,0.0,13.86,5.54,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12258,Bachittar Choudhry,Asansol,Zilla Panchayat,Drinking Water Supply,14.98,13.85,0.0,0.0,0.0,13.85,5.54,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10182,Azaan Gupta,Coimbatore,State Housing Board,Road Construction,10.0,13.85,0.0,0.0,0.0,13.85,5.54,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10823,Vanya Suresh,Coimbatore,State Housing Board,School Building Repair,5.22,13.86,0.0,0.0,0.0,13.86,5.54,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11315,Gaurav Chandra,Varanasi,Zilla Panchayat,Public Toilet Complex,2.72,13.81,0.0,0.0,0.0,13.81,5.53,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12396,Pallavi Krish,Howrah,Municipal Corporation,Road Construction,10.28,13.82,0.0,0.0,0.0,13.82,5.53,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11071,Vanya Suresh,Agra,Municipal Corporation,Drainage System,5.45,13.83,0.0,0.0,0.0,13.83,5.53,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12982,Jagat Mangat,Madurai,Zilla Panchayat,Drinking Water Supply,18.96,13.81,0.0,0.0,0.0,13.81,5.53,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11331,Yadavi Deshmukh,Kanpur,Zilla Panchayat,Street Lighting,3.84,13.82,0.0,0.0,0.0,13.82,5.53,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10891,Sanya Swamy,Agra,State Housing Board,Drinking Water Supply,5.95,13.83,0.0,0.0,0.0,13.83,5.53,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12303,Onveer Kata,Belagavi,Municipal Corporation,Drainage System,11.71,13.83,0.0,0.0,0.0,13.83,5.53,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10115,Ria Ratta,Darjeeling,District Rural Development Agency,Road Construction,32.67,13.81,0.0,0.0,0.0,13.81,5.52,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12570,Ronith Zachariah,Nashik,Public Works Department,Community Health Center,20.31,13.8,0.0,0.0,0.0,13.8,5.52,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11929,Victor Venkataraman,Mysuru,Municipal Corporation,Public Toilet Complex,7.08,13.81,0.0,0.0,0.0,13.81,5.52,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11203,Gabriel Thaman,Dharwad,Municipal Corporation,Road Construction,36.78,13.8,0.0,0.0,0.0,13.8,5.52,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11885,Pallavi Krish,Bengaluru Urban,Public Works Department,Street Lighting,2.33,13.76,0.0,0.0,0.0,13.76,5.51,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12506,Yamini Chand,Thane,Municipal Corporation,Drinking Water Supply,8.27,13.79,0.0,0.0,0.0,13.79,5.51,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11665,Varsha Morar,Howrah,Zilla Panchayat,Drainage System,3.54,13.77,0.0,0.0,0.0,13.77,5.51,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12486,Tanish Iyer,Nagpur,Zilla Panchayat,Drainage System,7.81,13.77,0.0,0.0,0.0,13.77,5.51,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11787,Ria Ratta,Bengaluru Urban,Public Works Department,Public Toilet Complex,3.57,13.76,0.0,0.0,0.0,13.76,5.51,LOW,NORMAL,No major anomaly detected by the current risk layers.
W12624,Sanya Swamy,Agra,Public Works Department,School Building Repair,10.46,13.76,0.0,0.0,0.0,13.76,5.51,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11870,Meera Banerjee,Nagpur,Public Works Department,Drinking Water Supply,12.26,13.77,0.0,0.0,0.0,13.77,5.51,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11247,Rayaan Mand,Mysuru,Municipal Corporation,School Building Repair,6.91,13.74,0.0,0.0,0.0,13.74,5.5,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10531,Nicholas Gour,Agra,Zilla Panchayat,Drinking Water Supply,4.15,13.75,0.0,0.0,0.0,13.75,5.5,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11349,Meera Banerjee,Lucknow,Municipal Corporation,Drinking Water Supply,14.98,13.74,0.0,0.0,0.0,13.74,5.5,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10573,Sanya Swamy,Kolkata,Municipal Corporation,Drainage System,7.57,13.75,0.0,0.0,0.0,13.75,5.5,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10817,Advaith Gole,Agra,Municipal Corporation,Road Construction,6.42,13.72,0.0,0.0,0.0,13.72,5.49,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10215,Advaith Gole,Kanpur,Municipal Corporation,School Building Repair,6.35,13.73,0.0,0.0,0.0,13.73,5.49,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10154,Ishwar Boase,Agra,Public Works Department,Street Lighting,3.61,13.73,0.0,0.0,0.0,13.73,5.49,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10459,Victor Venkataraman,Mysuru,State Housing Board,Road Construction,6.46,13.72,0.0,0.0,0.0,13.72,5.49,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11858,Advaith Gole,Asansol,District Rural Development Agency,Community Health Center,37.23,13.74,0.0,0.0,0.0,13.74,5.49,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10701,Triya Khatri,Agra,District Rural Development Agency,School Building Repair,4.0,13.71,0.0,0.0,0.0,13.71,5.49,LOW,NORMAL,No major anomaly detected by the current risk layers.
W10863,Lucky Prashad,Agra,Zilla Panchayat,Street Lighting,2.55,13.72,0.0,0.0,0.0,13.72,5.49,LOW,NORMAL,No major anomaly detected by the current risk layers.
W11345,Owen Bansal,Kolkata,Public Works Department,School Building Repair,13.63,13.7,0.0,0.0,0.0,13.7,5.48,LOW,NORMAL,No major anomaly detected by the current risk layers.
