state,district,constituency,mp_name,work_id,work_name,work_category,implementing_agency,sanction_amount,expenditure,physical_progress,start_date,expected_completion_date,actual_completion_date,contractor,latitude,longitude,status,existing_rule_score,data_source,data_label,fund_utilization_pct,progress_expenditure_gap,progress_expenditure_mismatch,cost_overrun_amount,cost_overrun_pct,cost_overrun_flag,planned_duration_days,actual_duration_days,delay_days,timeline_delay_flag,high_fund_utilization,record_id,rule_risk_score,rule_risk_level,rule_reasons,ml_anomaly,ml_anomaly_score,ml_anomaly_status,ml_model,ml_risk_score,hybrid_risk_score,hybrid_risk_level,hybrid_risk_reasons,inspection_priority
,Agra,,Yug Choudhry,W12558,,Street Lighting,Zilla Panchayat,3.57,,,,,,,,,Ongoing,14.771884778973025,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12558,14.77,LOW,No rule-based risk condition triggered,False,-0.0447,Normal,Isolation Forest,7.28,11.77,LOW,No significant risk indicator detected,LOW
,Nagpur,,Yutika Rana,W11564,,School Building Repair,Zilla Panchayat,4.14,,,,,,,,,Ongoing,14.77144646335252,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11564,14.77,LOW,No rule-based risk condition triggered,False,-0.0385,Normal,Isolation Forest,20.82,17.19,LOW,No significant risk indicator detected,LOW
,Thane,,Varsha Morar,W12623,,Drainage System,Zilla Panchayat,16.44,,,,,,,,,Ongoing,14.766556359403504,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12623,14.77,LOW,No rule-based risk condition triggered,False,-0.0383,Normal,Isolation Forest,21.42,17.43,LOW,No significant risk indicator detected,LOW
,Belagavi,,Onveer Kata,W12903,,Drainage System,District Rural Development Agency,15.36,,,,,,,,,Ongoing,14.76002939869315,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12903,14.76,LOW,No rule-based risk condition triggered,False,-0.0381,Normal,Isolation Forest,22.15,17.72,LOW,No significant risk indicator detected,LOW
,Bengaluru Urban,,Odika Naik,W11319,,Drainage System,Zilla Panchayat,13.77,,,,,,,,,Ongoing,14.737550710985118,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11319,14.74,LOW,No rule-based risk condition triggered,False,-0.0464,Normal,Isolation Forest,5.27,10.95,LOW,No significant risk indicator detected,LOW
,Thane,,Varsha Morar,W12635,,Drinking Water Supply,Zilla Panchayat,4.3,,,,,,,,,Ongoing,14.73737075685325,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12635,14.74,LOW,No rule-based risk condition triggered,False,-0.0296,Normal,Isolation Forest,55.85,31.18,LOW,No significant risk indicator detected,LOW
,Howrah,,Onveer Kata,W10134,,School Building Repair,Public Works Department,10.88,,,,,,,,,Ongoing,14.733025314196173,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10134,14.73,LOW,No rule-based risk condition triggered,False,-0.0346,Normal,Isolation Forest,34.07,22.47,LOW,No significant risk indicator detected,LOW
,Varanasi,,Oliver Sarma,W10084,,Road Construction,Municipal Corporation,13.1,,,,,,,,,Ongoing,14.73284885557361,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10084,14.73,LOW,No rule-based risk condition triggered,False,-0.0142,Normal,Isolation Forest,87.73,43.93,MEDIUM,No significant risk indicator detected,MEDIUM
,Lucknow,,Vanya Suresh,W11356,,Community Health Center,District Rural Development Agency,22.99,,,,,,,,,Ongoing,14.731544138098602,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11356,14.73,LOW,No rule-based risk condition triggered,False,-0.0218,Normal,Isolation Forest,77.27,39.75,LOW,No significant risk indicator detected,LOW
,Asansol,,Gaurav Chandra,W11422,,Street Lighting,Public Works Department,4.25,,,,,,,,,Completed,14.730481743458904,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11422,14.73,LOW,No rule-based risk condition triggered,False,-0.0262,Normal,Isolation Forest,67.45,35.82,LOW,No significant risk indicator detected,LOW
,Nagpur,,Mugdha Varty,W11769,,School Building Repair,Public Works Department,11.85,,,,,,,,,Ongoing,14.728696227206976,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11769,14.73,LOW,No rule-based risk condition triggered,False,-0.0316,Normal,Isolation Forest,47.67,27.91,LOW,No significant risk indicator detected,LOW
,Mysuru,,Harrison Kapur,W12103,,Road Construction,Public Works Department,14.69,,,,,,,,,Ongoing,14.727917392356073,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12103,14.73,LOW,No rule-based risk condition triggered,False,-0.0406,Normal,Isolation Forest,14.82,14.77,LOW,No significant risk indicator detected,LOW
,Bengaluru Urban,,Azaan Gupta,W11094,,School Building Repair,Municipal Corporation,10.17,,,,,,,,,Ongoing,14.727013592145443,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11094,14.73,LOW,No rule-based risk condition triggered,False,-0.0373,Normal,Isolation Forest,24.12,18.49,LOW,No significant risk indicator detected,LOW
,Nashik,,Meera Banerjee,W10718,,Road Construction,Zilla Panchayat,37.22,,,,,,,,,Ongoing,14.72615986368369,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10718,14.73,LOW,No rule-based risk condition triggered,False,-0.0162,Normal,Isolation Forest,85.83,43.17,MEDIUM,No significant risk indicator detected,MEDIUM
,Varanasi,,Owen Bansal,W11402,,Public Toilet Complex,State Housing Board,3.8,,,,,,,,,Ongoing,14.724560505313638,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11402,14.72,LOW,No rule-based risk condition triggered,False,-0.0214,Normal,Isolation Forest,78.1,40.07,MEDIUM,No significant risk indicator detected,MEDIUM
,Dharwad,,Bachittar Choudhry,W10853,,Drinking Water Supply,District Rural Development Agency,13.16,,,,,,,,,Ongoing,14.72296253,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10853,14.72,LOW,No rule-based risk condition triggered,False,-0.0336,Normal,Isolation Forest,38.32,24.16,LOW,No significant risk indicator detected,LOW
,Nashik,,Oliver Sarma,W10124,,Drainage System,District Rural Development Agency,5.62,,,,,,,,,Ongoing,14.720022723604648,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10124,14.72,LOW,No rule-based risk condition triggered,False,-0.0358,Normal,Isolation Forest,29.37,20.58,LOW,No significant risk indicator detected,LOW
,Mysuru,,Victor Venkataraman,W11397,,Public Toilet Complex,District Rural Development Agency,6.98,,,,,,,,,Ongoing,14.70879177698119,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11397,14.71,LOW,No rule-based risk condition triggered,False,-0.0328,Normal,Isolation Forest,42.08,25.66,LOW,No significant risk indicator detected,LOW
,Coimbatore,,Bachittar Choudhry,W10401,,Drinking Water Supply,District Rural Development Agency,14.15,,,,,,,,,Ongoing,14.708568510536582,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10401,14.71,LOW,No rule-based risk condition triggered,False,-0.0324,Normal,Isolation Forest,43.83,26.36,LOW,No significant risk indicator detected,LOW
,Coimbatore,,Advaith Gole,W12612,,Public Toilet Complex,Zilla Panchayat,2.03,,,,,,,,,Completed,14.708360692536957,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12612,14.71,LOW,No rule-based risk condition triggered,False,-0.0378,Normal,Isolation Forest,22.72,17.91,LOW,No significant risk indicator detected,LOW
,Asansol,,Leena Butala,W11491,,Drainage System,Zilla Panchayat,9.11,,,,,,,,,Ongoing,14.707861491505149,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11491,14.71,LOW,No rule-based risk condition triggered,False,-0.0457,Normal,Isolation Forest,6.15,11.29,LOW,No significant risk indicator detected,LOW
,Bengaluru Urban,,Ria Ratta,W12737,,Drinking Water Supply,State Housing Board,7.71,,,,,,,,,Ongoing,14.707022479882877,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12737,14.71,LOW,No rule-based risk condition triggered,False,-0.0303,Normal,Isolation Forest,52.8,29.95,LOW,No significant risk indicator detected,LOW
,Kanpur,,Varsha Morar,W12820,,School Building Repair,District Rural Development Agency,12.83,,,,,,,,,Ongoing,14.703590098429462,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12820,14.7,LOW,No rule-based risk condition triggered,False,-0.0311,Normal,Isolation Forest,49.75,28.72,LOW,No significant risk indicator detected,LOW
,Agra,,Gabriel Thaman,W12498,,Drainage System,Municipal Corporation,4.95,,,,,,,,,Ongoing,14.700291845240391,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12498,14.7,LOW,No rule-based risk condition triggered,False,-0.0276,Normal,Isolation Forest,63.3,34.14,LOW,No significant risk indicator detected,LOW
,Mysuru,,Ishwar Boase,W11383,,Drainage System,State Housing Board,6.94,,,,,,,,,Ongoing,14.697786338047036,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11383,14.7,LOW,No rule-based risk condition triggered,False,-0.0376,Normal,Isolation Forest,23.17,18.09,LOW,No significant risk indicator detected,LOW
,Salem,,Mugdha Varty,W10587,,Public Toilet Complex,Municipal Corporation,7.6,,,,,,,,,Ongoing,14.69773014033252,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10587,14.7,LOW,No rule-based risk condition triggered,False,-0.0197,Normal,Isolation Forest,81.22,41.31,MEDIUM,No significant risk indicator detected,MEDIUM
,Lucknow,,Victor Venkataraman,W11600,,Drinking Water Supply,District Rural Development Agency,16.33,,,,,,,,,Ongoing,14.69024943728916,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11600,14.69,LOW,No rule-based risk condition triggered,False,-0.0269,Normal,Isolation Forest,65.57,35.04,LOW,No significant risk indicator detected,LOW
,Belagavi,,Harrison Kapur,W12458,,Drainage System,Zilla Panchayat,11.45,,,,,,,,,Ongoing,14.68787275295294,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12458,14.69,LOW,No rule-based risk condition triggered,False,-0.0482,Normal,Isolation Forest,4.05,10.43,LOW,No significant risk indicator detected,LOW
,Dharwad,,Rayaan Mand,W11516,,School Building Repair,District Rural Development Agency,4.0,,,,,,,,,Ongoing,14.680541591772036,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11516,14.68,LOW,No rule-based risk condition triggered,False,-0.0278,Normal,Isolation Forest,62.37,33.76,LOW,No significant risk indicator detected,LOW
,Nagpur,,Deepa Gala,W11398,,Street Lighting,Zilla Panchayat,4.81,,,,,,,,,Completed,14.672312317126057,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11398,14.67,LOW,No rule-based risk condition triggered,False,-0.0427,Normal,Isolation Forest,9.65,12.66,LOW,No significant risk indicator detected,LOW
,Lucknow,,Meera Banerjee,W10141,,Road Construction,Public Works Department,12.15,,,,,,,,,Ongoing,14.665946426734443,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10141,14.67,LOW,No rule-based risk condition triggered,False,-0.0393,Normal,Isolation Forest,18.72,16.29,LOW,No significant risk indicator detected,LOW
,Howrah,,Mugdha Varty,W12144,,Road Construction,Zilla Panchayat,15.06,,,,,,,,,Ongoing,14.660140269762802,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12144,14.66,LOW,No rule-based risk condition triggered,False,-0.0453,Normal,Isolation Forest,6.77,11.5,LOW,No significant risk indicator detected,LOW
,Kanpur,,Vanya Suresh,W11404,,School Building Repair,Zilla Panchayat,3.79,,,,,,,,,Completed,14.659534434233215,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11404,14.66,LOW,No rule-based risk condition triggered,False,-0.0429,Normal,Isolation Forest,9.4,12.56,LOW,No significant risk indicator detected,LOW
,Asansol,,Ronith Zachariah,W10164,,School Building Repair,State Housing Board,12.8,,,,,,,,,Ongoing,14.652834022004464,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10164,14.65,LOW,No rule-based risk condition triggered,False,-0.0282,Normal,Isolation Forest,60.85,33.13,LOW,No significant risk indicator detected,LOW
,Thane,,Owen Bala,W12004,,Road Construction,District Rural Development Agency,10.15,,,,,,,,,Ongoing,14.64287924,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12004,14.64,LOW,No rule-based risk condition triggered,False,-0.0133,Normal,Isolation Forest,88.58,44.22,MEDIUM,No significant risk indicator detected,MEDIUM
,Dharwad,,Bachittar Choudhry,W10378,,Road Construction,Public Works Department,19.51,,,,,,,,,Completed,14.641816211432118,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10378,14.64,LOW,No rule-based risk condition triggered,False,-0.0367,Normal,Isolation Forest,25.68,19.06,LOW,No significant risk indicator detected,LOW
,Pune,,Ria Ratta,W11104,,Street Lighting,Municipal Corporation,3.44,,,,,,,,,Ongoing,14.63938100072593,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11104,14.64,LOW,No rule-based risk condition triggered,False,-0.0209,Normal,Isolation Forest,79.37,40.53,MEDIUM,No significant risk indicator detected,MEDIUM
,Thane,,Odika Naik,W11006,,School Building Repair,Public Works Department,3.41,,,,,,,,,Ongoing,14.639041729494592,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11006,14.64,LOW,No rule-based risk condition triggered,False,-0.0186,Normal,Isolation Forest,82.93,41.96,MEDIUM,No significant risk indicator detected,MEDIUM
,Darjeeling,,Tanish Iyer,W12648,,Community Health Center,State Housing Board,22.24,,,,,,,,,Ongoing,14.637396049508125,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12648,14.64,LOW,No rule-based risk condition triggered,False,-0.0268,Normal,Isolation Forest,65.85,35.12,LOW,No significant risk indicator detected,LOW
,Salem,,Vanya Suresh,W12597,,Road Construction,District Rural Development Agency,17.72,,,,,,,,,Completed,14.626663806650296,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12597,14.63,LOW,No rule-based risk condition triggered,False,-0.0186,Normal,Isolation Forest,82.93,41.95,MEDIUM,No significant risk indicator detected,MEDIUM
,Darjeeling,,Deepa Gala,W11602,,Drinking Water Supply,State Housing Board,4.36,,,,,,,,,Ongoing,14.625663802594204,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11602,14.63,LOW,No rule-based risk condition triggered,False,-0.0254,Normal,Isolation Forest,69.65,36.64,LOW,No significant risk indicator detected,LOW
,Dharwad,,Eesha Memon,W12953,,Street Lighting,State Housing Board,2.17,,,,,,,,,Completed,14.619816623767836,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12953,14.62,LOW,No rule-based risk condition triggered,False,-0.0289,Normal,Isolation Forest,58.82,32.3,LOW,No significant risk indicator detected,LOW
,Nashik,,Odika Naik,W10715,,Drinking Water Supply,Public Works Department,11.29,,,,,,,,,Ongoing,14.617633464273297,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10715,14.62,LOW,No rule-based risk condition triggered,False,-0.0333,Normal,Isolation Forest,39.88,24.72,LOW,No significant risk indicator detected,LOW
,Varanasi,,Tanish Iyer,W10960,,School Building Repair,District Rural Development Agency,6.34,,,,,,,,,Completed,14.61552078004046,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10960,14.62,LOW,No rule-based risk condition triggered,False,-0.0283,Normal,Isolation Forest,60.58,33.0,LOW,No significant risk indicator detected,LOW
,Chennai,,Tanish Iyer,W12703,,Street Lighting,Municipal Corporation,2.73,,,,,,,,,Completed,14.613205451512943,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12703,14.61,LOW,No rule-based risk condition triggered,False,-0.0146,Normal,Isolation Forest,87.27,43.67,MEDIUM,No significant risk indicator detected,MEDIUM
,Mysuru,,Gaurav Chandra,W12195,,Drainage System,Zilla Panchayat,12.81,,,,,,,,,Ongoing,14.611329970209669,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12195,14.61,LOW,No rule-based risk condition triggered,False,-0.0481,Normal,Isolation Forest,4.2,10.45,LOW,No significant risk indicator detected,LOW
,Kolkata,,Hemang Bava,W10361,,Community Health Center,District Rural Development Agency,15.63,,,,,,,,,Ongoing,14.609392370989411,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10361,14.61,LOW,No rule-based risk condition triggered,False,-0.0302,Normal,Isolation Forest,53.15,30.03,LOW,No significant risk indicator detected,LOW
,Madurai,,Oliver Sarma,W10894,,Road Construction,District Rural Development Agency,26.91,,,,,,,,,Completed,14.608838462544952,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10894,14.61,LOW,No rule-based risk condition triggered,False,-0.0048,Normal,Isolation Forest,93.33,46.1,MEDIUM,No significant risk indicator detected,MEDIUM
,Howrah,,Ishwar Boase,W10774,,Drinking Water Supply,Public Works Department,11.4,,,,,,,,,Ongoing,14.607904730463725,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10774,14.61,LOW,No rule-based risk condition triggered,False,-0.0335,Normal,Isolation Forest,38.83,24.3,LOW,No significant risk indicator detected,LOW
,Lucknow,,Yug Choudhry,W12295,,Drinking Water Supply,Zilla Panchayat,7.59,,,,,,,,,Ongoing,14.603485417225416,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12295,14.6,LOW,No rule-based risk condition triggered,False,-0.0325,Normal,Isolation Forest,43.38,26.11,LOW,No significant risk indicator detected,LOW
,Dharwad,,Varsha Morar,W10016,,Drainage System,State Housing Board,4.04,,,,,,,,,Completed,14.601909691694669,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10016,14.6,LOW,No rule-based risk condition triggered,False,-0.0315,Normal,Isolation Forest,48.08,27.99,LOW,No significant risk indicator detected,LOW
,Pune,,Pallavi Krish,W10707,,Public Toilet Complex,State Housing Board,4.87,,,,,,,,,Ongoing,14.597779283313631,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10707,14.6,LOW,No rule-based risk condition triggered,False,-0.0258,Normal,Isolation Forest,68.57,36.19,LOW,No significant risk indicator detected,LOW
,Coimbatore,,Ishwar Boase,W10697,,Drainage System,State Housing Board,14.92,,,,,,,,,Ongoing,14.595541101329772,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10697,14.6,LOW,No rule-based risk condition triggered,False,-0.0338,Normal,Isolation Forest,37.63,23.81,LOW,No significant risk indicator detected,LOW
,Kolkata,,Azaan Gupta,W12077,,School Building Repair,Municipal Corporation,14.89,,,,,,,,,Ongoing,14.594283725766706,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12077,14.59,LOW,No rule-based risk condition triggered,False,-0.0211,Normal,Isolation Forest,78.95,40.33,MEDIUM,No significant risk indicator detected,MEDIUM
,Belagavi,,Ekansh Sami,W12968,,Drinking Water Supply,District Rural Development Agency,9.08,,,,,,,,,Ongoing,14.592258713177484,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12968,14.59,LOW,No rule-based risk condition triggered,False,-0.0336,Normal,Isolation Forest,38.32,24.08,LOW,No significant risk indicator detected,LOW
,Mysuru,,Gaurav Chandra,W12430,,Drinking Water Supply,Zilla Panchayat,16.59,,,,,,,,,Ongoing,14.591903001496611,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12430,14.59,LOW,No rule-based risk condition triggered,False,-0.0354,Normal,Isolation Forest,30.77,21.06,LOW,No significant risk indicator detected,LOW
,Dharwad,,Nicholas Gour,W11740,,Drainage System,State Housing Board,8.42,,,,,,,,,Ongoing,14.589548369238344,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11740,14.59,LOW,No rule-based risk condition triggered,False,-0.0368,Normal,Isolation Forest,25.42,18.92,LOW,No significant risk indicator detected,LOW
,Kolkata,,Nicholas Gour,W11011,,Drainage System,District Rural Development Agency,14.29,,,,,,,,,Ongoing,14.575033345136337,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11011,14.58,LOW,No rule-based risk condition triggered,False,-0.04,Normal,Isolation Forest,16.25,15.25,LOW,No significant risk indicator detected,LOW
,Salem,,Harrison Kapur,W10595,,School Building Repair,State Housing Board,8.07,,,,,,,,,Ongoing,14.565643870499242,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10595,14.57,LOW,No rule-based risk condition triggered,False,-0.0326,Normal,Isolation Forest,42.97,25.93,LOW,No significant risk indicator detected,LOW
,Darjeeling,,Odika Naik,W12591,,Street Lighting,District Rural Development Agency,2.69,,,,,,,,,Completed,14.565368301922147,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12591,14.57,LOW,No rule-based risk condition triggered,False,-0.0293,Normal,Isolation Forest,57.02,31.55,LOW,No significant risk indicator detected,LOW
,Belagavi,,Ishwar Boase,W10855,,Street Lighting,Municipal Corporation,3.91,,,,,,,,,Ongoing,14.565068616202202,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10855,14.57,LOW,No rule-based risk condition triggered,False,-0.0209,Normal,Isolation Forest,79.37,40.49,MEDIUM,No significant risk indicator detected,MEDIUM
,Kanpur,,Mugdha Varty,W12906,,Street Lighting,District Rural Development Agency,5.58,,,,,,,,,Completed,14.56427401910264,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12906,14.56,LOW,No rule-based risk condition triggered,False,-0.0266,Normal,Isolation Forest,66.5,35.34,LOW,No significant risk indicator detected,LOW
,Bengaluru Urban,,Ria Ratta,W10235,,Community Health Center,Zilla Panchayat,11.27,,,,,,,,,Ongoing,14.564213685369502,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10235,14.56,LOW,No rule-based risk condition triggered,False,-0.0282,Normal,Isolation Forest,60.85,33.08,LOW,No significant risk indicator detected,LOW
,Thane,,Lucky Prashad,W12892,,Drinking Water Supply,Public Works Department,12.97,,,,,,,,,Completed,14.564105901645496,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12892,14.56,LOW,No rule-based risk condition triggered,False,-0.0363,Normal,Isolation Forest,27.15,19.6,LOW,No significant risk indicator detected,LOW
,Kolkata,,Widisha Yohannan,W10818,,Drinking Water Supply,District Rural Development Agency,11.49,,,,,,,,,Ongoing,14.562061733025836,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10818,14.56,LOW,No rule-based risk condition triggered,False,-0.0364,Normal,Isolation Forest,26.65,19.4,LOW,No significant risk indicator detected,LOW
,Dharwad,,Yadavi Deshmukh,W11624,,School Building Repair,Municipal Corporation,13.83,,,,,,,,,Ongoing,14.56178198008452,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11624,14.56,LOW,No rule-based risk condition triggered,False,-0.0244,Normal,Isolation Forest,72.75,37.84,LOW,No significant risk indicator detected,LOW
,Pune,,Deepa Gala,W12421,,Street Lighting,Public Works Department,3.69,,,,,,,,,Ongoing,14.555126096360205,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12421,14.56,LOW,No rule-based risk condition triggered,False,-0.0387,Normal,Isolation Forest,20.17,16.8,LOW,No significant risk indicator detected,LOW
,Howrah,,Eesha Memon,W12916,,Drainage System,State Housing Board,7.77,,,,,,,,,Ongoing,14.55067020517265,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12916,14.55,LOW,No rule-based risk condition triggered,False,-0.0375,Normal,Isolation Forest,23.62,18.18,LOW,No significant risk indicator detected,LOW
,Salem,,Christopher Kadakia,W12746,,Drainage System,Public Works Department,16.46,,,,,,,,,Ongoing,14.547584606259752,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12746,14.55,LOW,No rule-based risk condition triggered,False,-0.035,Normal,Isolation Forest,32.23,21.62,LOW,No significant risk indicator detected,LOW
,Nagpur,,Meera Banerjee,W12275,,Road Construction,Municipal Corporation,16.33,,,,,,,,,Completed,14.545038209782598,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12275,14.55,LOW,No rule-based risk condition triggered,False,-0.0199,Normal,Isolation Forest,81.1,41.17,MEDIUM,No significant risk indicator detected,MEDIUM
,Lucknow,,Gaurav Chandra,W12907,,Drinking Water Supply,State Housing Board,17.65,,,,,,,,,Completed,14.543791081578805,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12907,14.54,LOW,No rule-based risk condition triggered,False,-0.0189,Normal,Isolation Forest,82.43,41.7,MEDIUM,No significant risk indicator detected,MEDIUM
,Thane,,Ronith Zachariah,W11754,,School Building Repair,Municipal Corporation,11.26,,,,,,,,,Ongoing,14.543060596502468,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11754,14.54,LOW,No rule-based risk condition triggered,False,-0.0369,Normal,Isolation Forest,25.1,18.76,LOW,No significant risk indicator detected,LOW
,Agra,,Tanish Iyer,W11562,,Drainage System,Zilla Panchayat,16.49,,,,,,,,,Completed,14.540159214723602,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11562,14.54,LOW,No rule-based risk condition triggered,False,-0.036,Normal,Isolation Forest,28.68,20.2,LOW,No significant risk indicator detected,LOW
,Varanasi,,Azaan Gupta,W12725,,School Building Repair,District Rural Development Agency,3.76,,,,,,,,,Ongoing,14.534647925046368,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12725,14.53,LOW,No rule-based risk condition triggered,False,-0.0243,Normal,Isolation Forest,73.07,37.95,LOW,No significant risk indicator detected,LOW
,Agra,,Ekansh Sami,W12644,,Public Toilet Complex,Public Works Department,6.19,,,,,,,,,Ongoing,14.531743453669552,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12644,14.53,LOW,No rule-based risk condition triggered,False,-0.0331,Normal,Isolation Forest,40.7,25.0,LOW,No significant risk indicator detected,LOW
,Salem,,Hemang Bava,W10637,,Road Construction,State Housing Board,25.94,,,,,,,,,Completed,14.52560592362696,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W10637,14.53,LOW,No rule-based risk condition triggered,False,-0.013,Normal,Isolation Forest,88.83,44.25,MEDIUM,No significant risk indicator detected,MEDIUM
,Madurai,,Krishna Pant,W12826,,Public Toilet Complex,Public Works Department,6.82,,,,,,,,,Ongoing,14.525394186049812,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12826,14.53,LOW,No rule-based risk condition triggered,False,-0.0306,Normal,Isolation Forest,51.43,29.29,LOW,No significant risk indicator detected,LOW
,Chennai,,Jagat Mangat,W11509,,School Building Repair,Municipal Corporation,10.92,,,,,,,,,Ongoing,14.51950854094934,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11509,14.52,LOW,No rule-based risk condition triggered,False,-0.0362,Normal,Isolation Forest,27.6,19.75,LOW,No significant risk indicator detected,LOW
,Kanpur,,Advaith Gole,W11626,,Drainage System,Municipal Corporation,8.65,,,,,,,,,Ongoing,14.514765454897232,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11626,14.51,LOW,No rule-based risk condition triggered,False,-0.0321,Normal,Isolation Forest,45.2,26.79,LOW,No significant risk indicator detected,LOW
,Chennai,,Varsha Morar,W12523,,Community Health Center,Public Works Department,28.83,,,,,,,,,Ongoing,14.513201908024309,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12523,14.51,LOW,No rule-based risk condition triggered,False,-0.0248,Normal,Isolation Forest,71.5,37.31,LOW,No significant risk indicator detected,LOW
,Dharwad,,Yutika Rana,W11300,,School Building Repair,Public Works Department,12.08,,,,,,,,,Completed,14.511400890348677,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W11300,14.51,LOW,No rule-based risk condition triggered,False,-0.0369,Normal,Isolation Forest,25.1,18.75,LOW,No significant risk indicator detected,LOW
,Madurai,,Krishna Pant,W12207,,Community Health Center,State Housing Board,14.23,,,,,,,,,Ongoing,14.506313871822467,synthetic,Synthetic Test Data,,,False,,,False,,,,False,False,W12207,14.51,LOW,No rule-based risk condition triggered,False,-0.0299,Normal,Isolation Forest,54.43,30.48,LOW,No significant risk indicator detected,LOW
