work_id,mp_name,district,implementing_agency,work_category,final_risk_score,risk_level,inspection_priority,general_risk,fund_risk,timeline_risk,duplicate_risk,base_risk,explanation,why_flagged,recommended_action
W12111,Sanya Swamy,Bengaluru Urban,Municipal Corporation,Drinking Water Supply,6.1,LOW,NORMAL,15.25,0.0,0.0,0.0,15.25,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11292,Hemang Bava,Kanpur,State Housing Board,Road Construction,6.1,LOW,NORMAL,15.24,0.0,0.0,0.0,15.24,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12500,Owen Bala,Nagpur,Public Works Department,Public Toilet Complex,6.1,LOW,NORMAL,15.25,0.0,0.0,0.0,15.25,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10676,Oliver Sarma,Lucknow,Public Works Department,Public Toilet Complex,6.1,LOW,NORMAL,15.25,0.0,0.0,0.0,15.25,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11627,Lucky Prashad,Thane,District Rural Development Agency,Drainage System,6.1,LOW,NORMAL,15.24,0.0,0.0,0.0,15.24,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11863,Tanish Iyer,Lucknow,Municipal Corporation,Street Lighting,6.09,LOW,NORMAL,15.23,0.0,0.0,0.0,15.23,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10681,Yutika Rana,Kanpur,District Rural Development Agency,Drainage System,6.09,LOW,NORMAL,15.22,0.0,0.0,0.0,15.22,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11859,Vanya Suresh,Thane,Public Works Department,Street Lighting,6.09,LOW,NORMAL,15.22,0.0,0.0,0.0,15.22,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10653,Mugdha Varty,Kolkata,State Housing Board,Public Toilet Complex,6.09,LOW,NORMAL,15.23,0.0,0.0,0.0,15.23,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10285,Sanya Swamy,Asansol,Zilla Panchayat,Drinking Water Supply,6.09,LOW,NORMAL,15.23,0.0,0.0,0.0,15.23,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10251,Meera Banerjee,Lucknow,Zilla Panchayat,Drainage System,6.09,LOW,NORMAL,15.23,0.0,0.0,0.0,15.23,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12331,Jagat Mangat,Thane,Municipal Corporation,Community Health Center,6.08,LOW,NORMAL,15.19,0.0,0.0,0.0,15.19,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10388,Yamini Chand,Chennai,District Rural Development Agency,Drinking Water Supply,6.08,LOW,NORMAL,15.2,0.0,0.0,0.0,15.2,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11800,Mugdha Varty,Coimbatore,State Housing Board,Street Lighting,6.08,LOW,NORMAL,15.2,0.0,0.0,0.0,15.2,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11540,Tanish Iyer,Kanpur,Municipal Corporation,Drainage System,6.08,LOW,NORMAL,15.2,0.0,0.0,0.0,15.2,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10028,Lucky Prashad,Kolkata,Zilla Panchayat,Public Toilet Complex,6.08,LOW,NORMAL,15.19,0.0,0.0,0.0,15.19,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12185,Widisha Yohannan,Salem,Public Works Department,Drainage System,6.07,LOW,NORMAL,15.17,0.0,0.0,0.0,15.17,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12008,Deepa Gala,Varanasi,Municipal Corporation,Drinking Water Supply,6.07,LOW,NORMAL,15.17,0.0,0.0,0.0,15.17,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12029,Gabriel Thaman,Kanpur,Zilla Panchayat,School Building Repair,6.07,LOW,NORMAL,15.16,0.0,0.0,0.0,15.16,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12444,Victor Venkataraman,Mysuru,Municipal Corporation,Drainage System,6.07,LOW,NORMAL,15.16,0.0,0.0,0.0,15.16,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10743,Pallavi Krish,Howrah,District Rural Development Agency,School Building Repair,6.07,LOW,NORMAL,15.18,0.0,0.0,0.0,15.18,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11199,Odika Naik,Darjeeling,Zilla Panchayat,Drainage System,6.07,LOW,NORMAL,15.18,0.0,0.0,0.0,15.18,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10945,Azaan Gupta,Nashik,Zilla Panchayat,Public Toilet Complex,6.07,LOW,NORMAL,15.18,0.0,0.0,0.0,15.18,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11310,Yamini Chand,Darjeeling,State Housing Board,Drainage System,6.07,LOW,NORMAL,15.18,0.0,0.0,0.0,15.18,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10170,Lucky Prashad,Nashik,Zilla Panchayat,Road Construction,6.07,LOW,NORMAL,15.19,0.0,0.0,0.0,15.19,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12381,Bachittar Choudhry,Bengaluru Urban,District Rural Development Agency,Public Toilet Complex,6.06,LOW,NORMAL,15.14,0.0,0.0,0.0,15.14,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10228,Triya Khatri,Pune,Zilla Panchayat,Public Toilet Complex,6.06,LOW,NORMAL,15.14,0.0,0.0,0.0,15.14,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11813,Onveer Kata,Nagpur,State Housing Board,School Building Repair,6.06,LOW,NORMAL,15.15,0.0,0.0,0.0,15.15,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10591,Gaurav Chandra,Nagpur,Public Works Department,Drainage System,6.06,LOW,NORMAL,15.16,0.0,0.0,0.0,15.16,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11339,Gaurav Chandra,Nagpur,District Rural Development Agency,School Building Repair,6.06,LOW,NORMAL,15.15,0.0,0.0,0.0,15.15,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11703,Pallavi Krish,Nashik,Municipal Corporation,Road Construction,6.06,LOW,NORMAL,15.16,0.0,0.0,0.0,15.16,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11353,Christopher Kadakia,Belagavi,Public Works Department,Public Toilet Complex,6.05,LOW,NORMAL,15.13,0.0,0.0,0.0,15.13,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12076,Widisha Yohannan,Pune,State Housing Board,School Building Repair,6.05,LOW,NORMAL,15.13,0.0,0.0,0.0,15.13,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10434,Krishna Pant,Howrah,Public Works Department,Public Toilet Complex,6.05,LOW,NORMAL,15.12,0.0,0.0,0.0,15.12,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10736,Victor Venkataraman,Nashik,Zilla Panchayat,Drinking Water Supply,6.04,LOW,NORMAL,15.09,0.0,0.0,0.0,15.09,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11996,Yadavi Deshmukh,Madurai,Zilla Panchayat,Drainage System,6.03,LOW,NORMAL,15.06,0.0,0.0,0.0,15.06,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11862,Jagat Mangat,Pune,Zilla Panchayat,Street Lighting,6.03,LOW,NORMAL,15.09,0.0,0.0,0.0,15.09,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10274,Lucky Prashad,Dharwad,Zilla Panchayat,Drinking Water Supply,6.03,LOW,NORMAL,15.07,0.0,0.0,0.0,15.07,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12455,Pallavi Krish,Howrah,Zilla Panchayat,Street Lighting,6.03,LOW,NORMAL,15.07,0.0,0.0,0.0,15.07,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11065,Ria Ratta,Madurai,Zilla Panchayat,School Building Repair,6.03,LOW,NORMAL,15.07,0.0,0.0,0.0,15.07,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10175,Deepa Gala,Madurai,Zilla Panchayat,Drainage System,6.03,LOW,NORMAL,15.07,0.0,0.0,0.0,15.07,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10116,Tanish Iyer,Salem,Municipal Corporation,Drainage System,6.03,LOW,NORMAL,15.07,0.0,0.0,0.0,15.07,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10337,Mugdha Varty,Bengaluru Urban,Zilla Panchayat,Street Lighting,6.03,LOW,NORMAL,15.08,0.0,0.0,0.0,15.08,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10581,Owen Bala,Belagavi,Municipal Corporation,Public Toilet Complex,6.03,LOW,NORMAL,15.08,0.0,0.0,0.0,15.08,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12395,Krishna Pant,Nagpur,Public Works Department,Drinking Water Supply,6.03,LOW,NORMAL,15.08,0.0,0.0,0.0,15.08,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11914,Christopher Kadakia,Howrah,District Rural Development Agency,School Building Repair,6.02,LOW,NORMAL,15.04,0.0,0.0,0.0,15.04,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11437,Tanish Iyer,Nagpur,Public Works Department,Street Lighting,6.02,LOW,NORMAL,15.05,0.0,0.0,0.0,15.05,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10371,Odika Naik,Chennai,Public Works Department,Public Toilet Complex,6.02,LOW,NORMAL,15.04,0.0,0.0,0.0,15.04,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10523,Hemang Bava,Agra,District Rural Development Agency,School Building Repair,6.02,LOW,NORMAL,15.05,0.0,0.0,0.0,15.05,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11000,Jagat Mangat,Coimbatore,Municipal Corporation,Road Construction,6.02,LOW,NORMAL,15.06,0.0,0.0,0.0,15.06,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10747,Gaurav Chandra,Agra,Zilla Panchayat,School Building Repair,6.02,LOW,NORMAL,15.06,0.0,0.0,0.0,15.06,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11948,Yug Choudhry,Kanpur,Zilla Panchayat,Drainage System,6.02,LOW,NORMAL,15.05,0.0,0.0,0.0,15.05,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10012,Vrinda Biswas,Darjeeling,District Rural Development Agency,Street Lighting,6.02,LOW,NORMAL,15.06,0.0,0.0,0.0,15.06,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10493,Lucky Prashad,Kolkata,District Rural Development Agency,School Building Repair,6.01,LOW,NORMAL,15.02,0.0,0.0,0.0,15.02,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10471,Deepa Gala,Nagpur,Municipal Corporation,Public Toilet Complex,6.01,LOW,NORMAL,15.02,0.0,0.0,0.0,15.02,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11465,Advaith Gole,Kanpur,State Housing Board,Street Lighting,6.01,LOW,NORMAL,15.02,0.0,0.0,0.0,15.02,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11101,Widisha Yohannan,Kolkata,Zilla Panchayat,School Building Repair,6.01,LOW,NORMAL,15.03,0.0,0.0,0.0,15.03,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11206,Owen Bansal,Lucknow,Zilla Panchayat,Drainage System,6.01,LOW,NORMAL,15.01,0.0,0.0,0.0,15.01,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11631,Deepa Gala,Howrah,State Housing Board,Public Toilet Complex,6.0,LOW,NORMAL,14.99,0.0,0.0,0.0,14.99,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10225,Eesha Memon,Varanasi,Municipal Corporation,Public Toilet Complex,6.0,LOW,NORMAL,15.0,0.0,0.0,0.0,15.0,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11784,Vanya Suresh,Lucknow,Municipal Corporation,Drainage System,6.0,LOW,NORMAL,15.01,0.0,0.0,0.0,15.01,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12163,Sanya Swamy,Thane,State Housing Board,Street Lighting,6.0,LOW,NORMAL,15.0,0.0,0.0,0.0,15.0,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11401,Owen Bansal,Lucknow,State Housing Board,Drinking Water Supply,6.0,LOW,NORMAL,15.0,0.0,0.0,0.0,15.0,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11314,Harrison Kapur,Howrah,Municipal Corporation,School Building Repair,5.99,LOW,NORMAL,14.97,0.0,0.0,0.0,14.97,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10455,Gabriel Thaman,Agra,Municipal Corporation,Public Toilet Complex,5.99,LOW,NORMAL,14.98,0.0,0.0,0.0,14.98,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10275,Meera Banerjee,Nashik,Public Works Department,Drinking Water Supply,5.99,LOW,NORMAL,14.98,0.0,0.0,0.0,14.98,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10654,Owen Bala,Kolkata,Municipal Corporation,Drainage System,5.99,LOW,NORMAL,14.98,0.0,0.0,0.0,14.98,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10900,Yutika Rana,Kolkata,District Rural Development Agency,Drinking Water Supply,5.99,LOW,NORMAL,14.98,0.0,0.0,0.0,14.98,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10306,Yug Choudhry,Dharwad,Municipal Corporation,Public Toilet Complex,5.99,LOW,NORMAL,14.98,0.0,0.0,0.0,14.98,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10262,Meera Banerjee,Asansol,District Rural Development Agency,Drinking Water Supply,5.99,LOW,NORMAL,14.96,0.0,0.0,0.0,14.96,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12519,Tanish Iyer,Mysuru,Municipal Corporation,Public Toilet Complex,5.99,LOW,NORMAL,14.97,0.0,0.0,0.0,14.97,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10151,Lucky Prashad,Salem,Municipal Corporation,Community Health Center,5.99,LOW,NORMAL,14.97,0.0,0.0,0.0,14.97,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11405,Ekansh Sami,Nagpur,Public Works Department,Drainage System,5.98,LOW,NORMAL,14.95,0.0,0.0,0.0,14.95,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12018,Bachittar Choudhry,Pune,State Housing Board,School Building Repair,5.98,LOW,NORMAL,14.94,0.0,0.0,0.0,14.94,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11480,Nicholas Gour,Pune,District Rural Development Agency,Drinking Water Supply,5.98,LOW,NORMAL,14.94,0.0,0.0,0.0,14.94,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12634,Christopher Kadakia,Darjeeling,District Rural Development Agency,School Building Repair,5.98,LOW,NORMAL,14.94,0.0,0.0,0.0,14.94,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12671,Ria Ratta,Dharwad,Public Works Department,School Building Repair,5.98,LOW,NORMAL,14.95,0.0,0.0,0.0,14.95,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12848,Vrinda Biswas,Kanpur,Municipal Corporation,Drinking Water Supply,5.98,LOW,NORMAL,14.95,0.0,0.0,0.0,14.95,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12318,Eesha Memon,Madurai,District Rural Development Agency,Drainage System,5.98,LOW,NORMAL,14.95,0.0,0.0,0.0,14.95,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10835,Lucky Prashad,Nashik,Zilla Panchayat,Public Toilet Complex,5.98,LOW,NORMAL,14.96,0.0,0.0,0.0,14.96,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12000,Owen Bala,Lucknow,Municipal Corporation,Road Construction,5.98,LOW,NORMAL,14.96,0.0,0.0,0.0,14.96,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11021,Rayaan Mand,Asansol,District Rural Development Agency,Road Construction,5.98,LOW,NORMAL,14.95,0.0,0.0,0.0,14.95,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11574,Azaan Gupta,Kanpur,Public Works Department,Drainage System,5.98,LOW,NORMAL,14.95,0.0,0.0,0.0,14.95,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11648,Krishna Pant,Asansol,Municipal Corporation,Street Lighting,5.98,LOW,NORMAL,14.94,0.0,0.0,0.0,14.94,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10415,Triya Khatri,Thane,District Rural Development Agency,Drinking Water Supply,5.97,LOW,NORMAL,14.93,0.0,0.0,0.0,14.93,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11040,Onveer Kata,Chennai,Municipal Corporation,School Building Repair,5.97,LOW,NORMAL,14.93,0.0,0.0,0.0,14.93,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10208,Jagat Mangat,Agra,State Housing Board,School Building Repair,5.97,LOW,NORMAL,14.92,0.0,0.0,0.0,14.92,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11889,Mugdha Varty,Salem,State Housing Board,Drainage System,5.97,LOW,NORMAL,14.93,0.0,0.0,0.0,14.93,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11552,Yug Choudhry,Mysuru,District Rural Development Agency,School Building Repair,5.96,LOW,NORMAL,14.91,0.0,0.0,0.0,14.91,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12047,Victor Venkataraman,Kanpur,Zilla Panchayat,Public Toilet Complex,5.96,LOW,NORMAL,14.9,0.0,0.0,0.0,14.9,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12286,Harrison Kapur,Varanasi,Municipal Corporation,Drinking Water Supply,5.96,LOW,NORMAL,14.89,0.0,0.0,0.0,14.89,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11917,Azaan Gupta,Lucknow,District Rural Development Agency,Drainage System,5.96,LOW,NORMAL,14.89,0.0,0.0,0.0,14.89,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10868,Oliver Sarma,Nagpur,State Housing Board,Drainage System,5.95,LOW,NORMAL,14.88,0.0,0.0,0.0,14.88,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12957,Widisha Yohannan,Belagavi,Public Works Department,Public Toilet Complex,5.95,LOW,NORMAL,14.87,0.0,0.0,0.0,14.87,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W10273,Widisha Yohannan,Coimbatore,State Housing Board,Public Toilet Complex,5.95,LOW,NORMAL,14.88,0.0,0.0,0.0,14.88,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11785,Eesha Memon,Thane,District Rural Development Agency,Drinking Water Supply,5.94,LOW,NORMAL,14.84,0.0,0.0,0.0,14.84,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11234,Tanish Iyer,Asansol,District Rural Development Agency,Drinking Water Supply,5.94,LOW,NORMAL,14.86,0.0,0.0,0.0,14.86,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W12603,Sanya Swamy,Asansol,Public Works Department,Public Toilet Complex,5.94,LOW,NORMAL,14.85,0.0,0.0,0.0,14.85,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
W11688,Advaith Gole,Mysuru,Zilla Panchayat,Drainage System,5.94,LOW,NORMAL,14.85,0.0,0.0,0.0,14.85,This project has been classified as LOW RISK because the current risk indicators are within the acceptable monitoring range.,No major anomaly was identified by the current detection layers.,No immediate action required. Continue routine monitoring.
