work_id,mp_name,district,implementing_agency,work_category,cost_estimate_lakhs,status,risk_score,reasons_text
W10251,Meera Banerjee,Lucknow,Zilla Panchayat,Drainage System,17.72,Ongoing,15.231121807680003,Still ongoing 2+ years after sanction
W11863,Tanish Iyer,Lucknow,Municipal Corporation,Street Lighting,3.95,Ongoing,15.228758803278808,Still ongoing 2+ years after sanction
W10653,Mugdha Varty,Kolkata,State Housing Board,Public Toilet Complex,7.94,Completed,15.227841550182337,Flagged by ML pattern only
W11859,Vanya Suresh,Thane,Public Works Department,Street Lighting,4.9,Completed,15.221063237137962,Flagged by ML pattern only
W10681,Yutika Rana,Kanpur,District Rural Development Agency,Drainage System,11.87,Ongoing,15.22076194772772,Still ongoing 2+ years after sanction
W11800,Mugdha Varty,Coimbatore,State Housing Board,Street Lighting,4.49,Ongoing,15.19869697306637,Still ongoing 2+ years after sanction
W10388,Yamini Chand,Chennai,District Rural Development Agency,Drinking Water Supply,4.44,Ongoing,15.19859676867426,Still ongoing 2+ years after sanction
W11540,Tanish Iyer,Kanpur,Municipal Corporation,Drainage System,3.3,Ongoing,15.195730013921025,Still ongoing 2+ years after sanction
W12331,Jagat Mangat,Thane,Municipal Corporation,Community Health Center,36.08,Ongoing,15.192270136165845,Flagged by ML pattern only
W10028,Lucky Prashad,Kolkata,Zilla Panchayat,Public Toilet Complex,7.17,Ongoing,15.191055507004734,Still ongoing 2+ years after sanction
W10170,Lucky Prashad,Nashik,Zilla Panchayat,Road Construction,6.67,Completed,15.187068819703683,Flagged by ML pattern only
W10743,Pallavi Krish,Howrah,District Rural Development Agency,School Building Repair,11.05,Ongoing,15.184585448872257,Still ongoing 2+ years after sanction
W10945,Azaan Gupta,Nashik,Zilla Panchayat,Public Toilet Complex,6.49,Completed,15.181721294444529,Flagged by ML pattern only
W11199,Odika Naik,Darjeeling,Zilla Panchayat,Drainage System,12.19,Ongoing,15.178126150258205,Still ongoing 2+ years after sanction
W11310,Yamini Chand,Darjeeling,State Housing Board,Drainage System,14.06,Ongoing,15.175582176721711,Still ongoing 2+ years after sanction
W12185,Widisha Yohannan,Salem,Public Works Department,Drainage System,11.78,Completed,15.168339776825352,Flagged by ML pattern only
W12008,Deepa Gala,Varanasi,Municipal Corporation,Drinking Water Supply,14.45,Ongoing,15.166024562200581,Still ongoing 2+ years after sanction
W12029,Gabriel Thaman,Kanpur,Zilla Panchayat,School Building Repair,6.78,Completed,15.163880572941991,Flagged by ML pattern only
W12444,Victor Venkataraman,Mysuru,Municipal Corporation,Drainage System,14.72,Ongoing,15.16257021748498,Still ongoing 2+ years after sanction
W11703,Pallavi Krish,Nashik,Municipal Corporation,Road Construction,18.77,Completed,15.158404805339126,Flagged by ML pattern only
W10591,Gaurav Chandra,Nagpur,Public Works Department,Drainage System,6.07,Completed,15.156000487919336,Flagged by ML pattern only
W11339,Gaurav Chandra,Nagpur,District Rural Development Agency,School Building Repair,10.96,Ongoing,15.152025811558332,Still ongoing 2+ years after sanction
W11813,Onveer Kata,Nagpur,State Housing Board,School Building Repair,10.28,Ongoing,15.14601384372969,Still ongoing 2+ years after sanction
W12381,Bachittar Choudhry,Bengaluru Urban,District Rural Development Agency,Public Toilet Complex,4.51,Ongoing,15.141686842180997,Still ongoing 2+ years after sanction
W10228,Triya Khatri,Pune,Zilla Panchayat,Public Toilet Complex,2.71,Ongoing,15.137590131322563,Agency handles a disproportionate share of Pune's works
W11353,Christopher Kadakia,Belagavi,Public Works Department,Public Toilet Complex,5.54,Completed,15.131991600252386,Flagged by ML pattern only
W12076,Widisha Yohannan,Pune,State Housing Board,School Building Repair,8.14,Completed,15.126337260677552,Flagged by ML pattern only
W10434,Krishna Pant,Howrah,Public Works Department,Public Toilet Complex,5.47,Ongoing,15.117445772711031,Still ongoing 2+ years after sanction
W10736,Victor Venkataraman,Nashik,Zilla Panchayat,Drinking Water Supply,16.46,Ongoing,15.091954397088898,Still ongoing 2+ years after sanction
W11862,Jagat Mangat,Pune,Zilla Panchayat,Street Lighting,4.26,Ongoing,15.086421392383691,Agency handles a disproportionate share of Pune's works
W10581,Owen Bala,Belagavi,Municipal Corporation,Public Toilet Complex,4.11,Ongoing,15.084780354003076,Still ongoing 2+ years after sanction
W12395,Krishna Pant,Nagpur,Public Works Department,Drinking Water Supply,17.83,Ongoing,15.083361314005787,Still ongoing 2+ years after sanction
W10337,Mugdha Varty,Bengaluru Urban,Zilla Panchayat,Street Lighting,1.67,Completed,15.080106326125154,Flagged by ML pattern only
W10116,Tanish Iyer,Salem,Municipal Corporation,Drainage System,12.58,Ongoing,15.074360189913522,Still ongoing 2+ years after sanction
W10175,Deepa Gala,Madurai,Zilla Panchayat,Drainage System,12.64,Ongoing,15.071932737879328,Still ongoing 2+ years after sanction
W11065,Ria Ratta,Madurai,Zilla Panchayat,School Building Repair,9.98,Ongoing,15.071657483006955,Still ongoing 2+ years after sanction
W12455,Pallavi Krish,Howrah,Zilla Panchayat,Street Lighting,1.16,Completed,15.069714431698191,Flagged by ML pattern only
W10274,Lucky Prashad,Dharwad,Zilla Panchayat,Drinking Water Supply,17.47,Ongoing,15.066014679667024,Still ongoing 2+ years after sanction
W11996,Yadavi Deshmukh,Madurai,Zilla Panchayat,Drainage System,9.07,Ongoing,15.064863476832745,Still ongoing 2+ years after sanction
W10012,Vrinda Biswas,Darjeeling,District Rural Development Agency,Street Lighting,5.3,Ongoing,15.061111423298978,Still ongoing 2+ years after sanction
W10747,Gaurav Chandra,Agra,Zilla Panchayat,School Building Repair,9.17,Ongoing,15.058276053720402,Still ongoing 2+ years after sanction
W11000,Jagat Mangat,Coimbatore,Municipal Corporation,Road Construction,24.18,Completed,15.057925253367987,Flagged by ML pattern only
W10523,Hemang Bava,Agra,District Rural Development Agency,School Building Repair,5.21,Ongoing,15.053023548312876,Still ongoing 2+ years after sanction
W11948,Yug Choudhry,Kanpur,Zilla Panchayat,Drainage System,15.15,Completed,15.051145509421525,Flagged by ML pattern only
W11437,Tanish Iyer,Nagpur,Public Works Department,Street Lighting,5.83,Completed,15.046755142141093,Flagged by ML pattern only
W10371,Odika Naik,Chennai,Public Works Department,Public Toilet Complex,5.26,Completed,15.044542605008852,Flagged by ML pattern only
W11914,Christopher Kadakia,Howrah,District Rural Development Agency,School Building Repair,4.79,Ongoing,15.042914919138667,Still ongoing 2+ years after sanction
W11101,Widisha Yohannan,Kolkata,Zilla Panchayat,School Building Repair,9.8,Completed,15.03126089443449,Flagged by ML pattern only
W10471,Deepa Gala,Nagpur,Municipal Corporation,Public Toilet Complex,6.39,Completed,15.019007723126435,Flagged by ML pattern only
W11465,Advaith Gole,Kanpur,State Housing Board,Street Lighting,3.47,Ongoing,15.018705560568375,Still ongoing 2+ years after sanction
W10493,Lucky Prashad,Kolkata,District Rural Development Agency,School Building Repair,7.67,Ongoing,15.016706611663704,Still ongoing 2+ years after sanction
W11206,Owen Bansal,Lucknow,Zilla Panchayat,Drainage System,12.68,Ongoing,15.013859259330797,Still ongoing 2+ years after sanction
W11784,Vanya Suresh,Lucknow,Municipal Corporation,Drainage System,16.71,Ongoing,15.010969468209442,Still ongoing 2+ years after sanction
W12163,Sanya Swamy,Thane,State Housing Board,Street Lighting,3.02,Completed,14.997322101615254,Flagged by ML pattern only
W10225,Eesha Memon,Varanasi,Municipal Corporation,Public Toilet Complex,3.12,Ongoing,14.996045679373747,Still ongoing 2+ years after sanction
W11401,Owen Bansal,Lucknow,State Housing Board,Drinking Water Supply,16.07,Ongoing,14.995447933531313,Still ongoing 2+ years after sanction
W11631,Deepa Gala,Howrah,State Housing Board,Public Toilet Complex,3.18,Ongoing,14.993237206513836,Still ongoing 2+ years after sanction
W10275,Meera Banerjee,Nashik,Public Works Department,Drinking Water Supply,13.65,Ongoing,14.981605820873114,Still ongoing 2+ years after sanction
W10455,Gabriel Thaman,Agra,Municipal Corporation,Public Toilet Complex,4.43,Completed,14.981446988040426,Flagged by ML pattern only
W10306,Yug Choudhry,Dharwad,Municipal Corporation,Public Toilet Complex,5.98,Completed,14.981022214502964,Flagged by ML pattern only
W10654,Owen Bala,Kolkata,Municipal Corporation,Drainage System,14.76,Ongoing,14.978641856309238,Still ongoing 2+ years after sanction
W10900,Yutika Rana,Kolkata,District Rural Development Agency,Drinking Water Supply,14.41,Ongoing,14.975673664360398,Still ongoing 2+ years after sanction
W11314,Harrison Kapur,Howrah,Municipal Corporation,School Building Repair,14.35,Completed,14.971864922129441,Flagged by ML pattern only
W10151,Lucky Prashad,Salem,Municipal Corporation,Community Health Center,11.5,Completed,14.969331729973693,Flagged by ML pattern only
W12519,Tanish Iyer,Mysuru,Municipal Corporation,Public Toilet Complex,3.49,Ongoing,14.965900715404935,Still ongoing 2+ years after sanction
W10262,Meera Banerjee,Asansol,District Rural Development Agency,Drinking Water Supply,4.74,Completed,14.962713471200004,Flagged by ML pattern only
W12000,Owen Bala,Lucknow,Municipal Corporation,Road Construction,7.77,Ongoing,14.960896402116052,Still ongoing 2+ years after sanction
W10835,Lucky Prashad,Nashik,Zilla Panchayat,Public Toilet Complex,6.5,Ongoing,14.958101088613851,Still ongoing 2+ years after sanction
W12318,Eesha Memon,Madurai,District Rural Development Agency,Drainage System,16.16,Ongoing,14.954663026697027,Still ongoing 2+ years after sanction
W12848,Vrinda Biswas,Kanpur,Municipal Corporation,Drinking Water Supply,14.96,Ongoing,14.953946018196657,Still ongoing 2+ years after sanction
W12671,Ria Ratta,Dharwad,Public Works Department,School Building Repair,5.94,Completed,14.951545249746937,Flagged by ML pattern only
W11574,Azaan Gupta,Kanpur,Public Works Department,Drainage System,14.55,Completed,14.948465768335087,Flagged by ML pattern only
W11405,Ekansh Sami,Nagpur,Public Works Department,Drainage System,4.63,Ongoing,14.94835075738338,Still ongoing 2+ years after sanction
W11021,Rayaan Mand,Asansol,District Rural Development Agency,Road Construction,16.53,Ongoing,14.945941196831306,Still ongoing 2+ years after sanction
W12018,Bachittar Choudhry,Pune,State Housing Board,School Building Repair,9.44,Completed,14.944199258981442,Flagged by ML pattern only
W11648,Krishna Pant,Asansol,Municipal Corporation,Street Lighting,2.71,Ongoing,14.943207103893329,Flagged by ML pattern only
W11480,Nicholas Gour,Pune,District Rural Development Agency,Drinking Water Supply,7.9,Completed,14.942994278059338,Flagged by ML pattern only
W12634,Christopher Kadakia,Darjeeling,District Rural Development Agency,School Building Repair,10.56,Completed,14.940590422811315,Flagged by ML pattern only
W10415,Triya Khatri,Thane,District Rural Development Agency,Drinking Water Supply,8.23,Ongoing,14.934952109722648,Still ongoing 2+ years after sanction
W11040,Onveer Kata,Chennai,Municipal Corporation,School Building Repair,7.73,Ongoing,14.928013081277696,Still ongoing 2+ years after sanction
W11889,Mugdha Varty,Salem,State Housing Board,Drainage System,14.31,Ongoing,14.926493762634438,Still ongoing 2+ years after sanction
W10208,Jagat Mangat,Agra,State Housing Board,School Building Repair,10.28,Ongoing,14.918902602895754,Still ongoing 2+ years after sanction
W11552,Yug Choudhry,Mysuru,District Rural Development Agency,School Building Repair,14.02,Completed,14.910051158382068,Flagged by ML pattern only
W12047,Victor Venkataraman,Kanpur,Zilla Panchayat,Public Toilet Complex,7.39,Completed,14.901780156205405,Flagged by ML pattern only
W11917,Azaan Gupta,Lucknow,District Rural Development Agency,Drainage System,15.57,Ongoing,14.890810803634595,Still ongoing 2+ years after sanction
W12286,Harrison Kapur,Varanasi,Municipal Corporation,Drinking Water Supply,11.55,Ongoing,14.888821249581216,Still ongoing 2+ years after sanction
W10273,Widisha Yohannan,Coimbatore,State Housing Board,Public Toilet Complex,5.75,Ongoing,14.884648370018189,Still ongoing 2+ years after sanction
W10868,Oliver Sarma,Nagpur,State Housing Board,Drainage System,13.58,Ongoing,14.87587057793074,Still ongoing 2+ years after sanction
W12957,Widisha Yohannan,Belagavi,Public Works Department,Public Toilet Complex,2.91,Ongoing,14.87104620398491,Still ongoing 2+ years after sanction
W11234,Tanish Iyer,Asansol,District Rural Development Agency,Drinking Water Supply,17.23,Completed,14.85825803926238,Flagged by ML pattern only
W12228,Deepa Gala,Pune,Zilla Panchayat,School Building Repair,10.86,Ongoing,14.854888283606275,Agency handles a disproportionate share of Pune's works
W10414,Owen Bala,Bengaluru Urban,Zilla Panchayat,Drainage System,11.61,Completed,14.853829528254835,Flagged by ML pattern only
W11688,Advaith Gole,Mysuru,Zilla Panchayat,Drainage System,3.56,Completed,14.85253013427639,Flagged by ML pattern only
W11646,Victor Venkataraman,Coimbatore,State Housing Board,Drainage System,9.94,Ongoing,14.850773044868001,Still ongoing 2+ years after sanction
W12757,Oliver Sarma,Varanasi,Public Works Department,Street Lighting,2.04,Completed,14.850146741728743,Flagged by ML pattern only
W12603,Sanya Swamy,Asansol,Public Works Department,Public Toilet Complex,5.58,Ongoing,14.846967221853184,Still ongoing 2+ years after sanction
W11785,Eesha Memon,Thane,District Rural Development Agency,Drinking Water Supply,11.86,Ongoing,14.844799433146566,Still ongoing 2+ years after sanction
W11340,Widisha Yohannan,Kanpur,Public Works Department,Community Health Center,10.03,Ongoing,14.835719016264354,Still ongoing 2+ years after sanction
W12661,Lucky Prashad,Chennai,State Housing Board,School Building Repair,6.23,Completed,14.835691921129026,Flagged by ML pattern only
W10229,Nicholas Gour,Coimbatore,Zilla Panchayat,School Building Repair,14.49,Ongoing,14.826001405283458,Still ongoing 2+ years after sanction
W12186,Christopher Kadakia,Salem,District Rural Development Agency,Drainage System,7.57,Ongoing,14.821532896931421,Still ongoing 2+ years after sanction
W10311,Harrison Kapur,Bengaluru Urban,District Rural Development Agency,Road Construction,12.47,Ongoing,14.819455548704209,Still ongoing 2+ years after sanction
W12819,Gabriel Thaman,Belagavi,Public Works Department,Public Toilet Complex,3.44,Ongoing,14.81733890810868,Still ongoing 2+ years after sanction
W12216,Odika Naik,Nagpur,Municipal Corporation,Road Construction,17.63,Completed,14.816033945209572,Flagged by ML pattern only
W12791,Rayaan Mand,Belagavi,Public Works Department,Drainage System,14.89,Ongoing,14.814500973918674,Still ongoing 2+ years after sanction
W12991,Victor Venkataraman,Varanasi,State Housing Board,Community Health Center,31.55,Completed,14.811520110703905,Flagged by ML pattern only
W12542,Ronith Zachariah,Dharwad,State Housing Board,Street Lighting,4.43,Completed,14.809887151552514,Flagged by ML pattern only
W12937,Gaurav Chandra,Howrah,Zilla Panchayat,Street Lighting,2.35,Completed,14.809264385200635,Flagged by ML pattern only
W10236,Vrinda Biswas,Agra,Zilla Panchayat,Drainage System,16.76,Ongoing,14.80326590404523,Still ongoing 2+ years after sanction
W12426,Ronith Zachariah,Thane,State Housing Board,Street Lighting,5.1,Completed,14.80220137,Flagged by ML pattern only
W11962,Tanish Iyer,Asansol,District Rural Development Agency,School Building Repair,13.77,Ongoing,14.801462198940134,Still ongoing 2+ years after sanction
W11332,Sanya Swamy,Darjeeling,Public Works Department,Road Construction,22.96,Completed,14.797308173643778,Flagged by ML pattern only
W11879,Meera Banerjee,Dharwad,Zilla Panchayat,Street Lighting,2.31,Completed,14.795980404611067,Flagged by ML pattern only
W11587,Meera Banerjee,Lucknow,Public Works Department,Road Construction,12.67,Ongoing,14.793443788817031,Still ongoing 2+ years after sanction
W10689,Sanya Swamy,Chennai,Public Works Department,School Building Repair,4.35,Ongoing,14.792448074060879,Still ongoing 2+ years after sanction
W11922,Vrinda Biswas,Mysuru,Public Works Department,Community Health Center,11.94,Ongoing,14.79163968569447,Still ongoing 2+ years after sanction
W12101,Vrinda Biswas,Belagavi,Municipal Corporation,Drinking Water Supply,11.8,Ongoing,14.790906153175527,Still ongoing 2+ years after sanction
W10403,Meera Banerjee,Agra,State Housing Board,Community Health Center,10.19,Ongoing,14.788299680609185,Still ongoing 2+ years after sanction
W11268,Vanya Suresh,Pune,State Housing Board,School Building Repair,9.63,Completed,14.78742227961976,Flagged by ML pattern only
W11388,Owen Bala,Coimbatore,Public Works Department,Public Toilet Complex,6.83,Ongoing,14.785930611026917,Still ongoing 2+ years after sanction
W10638,Vanya Suresh,Nagpur,District Rural Development Agency,Street Lighting,5.52,Ongoing,14.78304780493233,Still ongoing 2+ years after sanction
W10063,Vrinda Biswas,Mysuru,State Housing Board,School Building Repair,13.07,Ongoing,14.782216121142081,Still ongoing 2+ years after sanction
W12675,Widisha Yohannan,Howrah,Zilla Panchayat,Drinking Water Supply,16.46,Ongoing,14.782196277274355,Still ongoing 2+ years after sanction
W12283,Meera Banerjee,Coimbatore,Municipal Corporation,School Building Repair,10.01,Ongoing,14.780529385062039,Still ongoing 2+ years after sanction
W10128,Lucky Prashad,Bengaluru Urban,District Rural Development Agency,Drinking Water Supply,13.73,Ongoing,14.776117026997726,Still ongoing 2+ years after sanction
W12830,Varsha Morar,Coimbatore,Municipal Corporation,Public Toilet Complex,4.83,Completed,14.773794040094504,Flagged by ML pattern only
W12558,Yug Choudhry,Agra,Zilla Panchayat,Street Lighting,3.57,Ongoing,14.771884778973023,Still ongoing 2+ years after sanction
W11564,Yutika Rana,Nagpur,Zilla Panchayat,School Building Repair,4.14,Ongoing,14.77144646335252,Still ongoing 2+ years after sanction
W12623,Varsha Morar,Thane,Zilla Panchayat,Drainage System,16.44,Ongoing,14.766556359403504,Still ongoing 2+ years after sanction
W12903,Onveer Kata,Belagavi,District Rural Development Agency,Drainage System,15.36,Ongoing,14.76002939869315,Still ongoing 2+ years after sanction
W11319,Odika Naik,Bengaluru Urban,Zilla Panchayat,Drainage System,13.77,Ongoing,14.737550710985118,Still ongoing 2+ years after sanction
W12635,Varsha Morar,Thane,Zilla Panchayat,Drinking Water Supply,4.3,Ongoing,14.73737075685325,Still ongoing 2+ years after sanction
W10134,Onveer Kata,Howrah,Public Works Department,School Building Repair,10.88,Ongoing,14.733025314196173,Still ongoing 2+ years after sanction
W10084,Oliver Sarma,Varanasi,Municipal Corporation,Road Construction,13.1,Ongoing,14.73284885557361,Still ongoing 2+ years after sanction
W11356,Vanya Suresh,Lucknow,District Rural Development Agency,Community Health Center,22.99,Ongoing,14.731544138098602,Flagged by ML pattern only
W11422,Gaurav Chandra,Asansol,Public Works Department,Street Lighting,4.25,Completed,14.730481743458904,Flagged by ML pattern only
W11769,Mugdha Varty,Nagpur,Public Works Department,School Building Repair,11.85,Ongoing,14.728696227206976,Still ongoing 2+ years after sanction
W12103,Harrison Kapur,Mysuru,Public Works Department,Road Construction,14.69,Ongoing,14.727917392356071,Still ongoing 2+ years after sanction
W11094,Azaan Gupta,Bengaluru Urban,Municipal Corporation,School Building Repair,10.17,Ongoing,14.727013592145443,Still ongoing 2+ years after sanction
W10718,Meera Banerjee,Nashik,Zilla Panchayat,Road Construction,37.22,Ongoing,14.72615986368369,Flagged by ML pattern only
W11402,Owen Bansal,Varanasi,State Housing Board,Public Toilet Complex,3.8,Ongoing,14.724560505313638,Still ongoing 2+ years after sanction
W10853,Bachittar Choudhry,Dharwad,District Rural Development Agency,Drinking Water Supply,13.16,Ongoing,14.72296253,Still ongoing 2+ years after sanction
W10124,Oliver Sarma,Nashik,District Rural Development Agency,Drainage System,5.62,Ongoing,14.720022723604648,Still ongoing 2+ years after sanction
W11397,Victor Venkataraman,Mysuru,District Rural Development Agency,Public Toilet Complex,6.98,Ongoing,14.70879177698119,Still ongoing 2+ years after sanction
W10401,Bachittar Choudhry,Coimbatore,District Rural Development Agency,Drinking Water Supply,14.15,Ongoing,14.708568510536582,Still ongoing 2+ years after sanction
W12612,Advaith Gole,Coimbatore,Zilla Panchayat,Public Toilet Complex,2.03,Completed,14.708360692536955,Flagged by ML pattern only
W11491,Leena Butala,Asansol,Zilla Panchayat,Drainage System,9.11,Ongoing,14.707861491505147,Still ongoing 2+ years after sanction
W12737,Ria Ratta,Bengaluru Urban,State Housing Board,Drinking Water Supply,7.71,Ongoing,14.707022479882877,Still ongoing 2+ years after sanction
W12820,Varsha Morar,Kanpur,District Rural Development Agency,School Building Repair,12.83,Ongoing,14.703590098429462,Still ongoing 2+ years after sanction
W12498,Gabriel Thaman,Agra,Municipal Corporation,Drainage System,4.95,Ongoing,14.700291845240391,Still ongoing 2+ years after sanction
W11383,Ishwar Boase,Mysuru,State Housing Board,Drainage System,6.94,Ongoing,14.697786338047036,Still ongoing 2+ years after sanction
W10587,Mugdha Varty,Salem,Municipal Corporation,Public Toilet Complex,7.6,Ongoing,14.69773014033252,Still ongoing 2+ years after sanction
W11600,Victor Venkataraman,Lucknow,District Rural Development Agency,Drinking Water Supply,16.33,Ongoing,14.690249437289161,Still ongoing 2+ years after sanction
W12458,Harrison Kapur,Belagavi,Zilla Panchayat,Drainage System,11.45,Ongoing,14.687872752952941,Still ongoing 2+ years after sanction
W11516,Rayaan Mand,Dharwad,District Rural Development Agency,School Building Repair,4,Ongoing,14.680541591772036,Still ongoing 2+ years after sanction
W11398,Deepa Gala,Nagpur,Zilla Panchayat,Street Lighting,4.81,Completed,14.672312317126055,Flagged by ML pattern only
W10141,Meera Banerjee,Lucknow,Public Works Department,Road Construction,12.15,Ongoing,14.665946426734443,Still ongoing 2+ years after sanction
W12144,Mugdha Varty,Howrah,Zilla Panchayat,Road Construction,15.06,Ongoing,14.660140269762802,Still ongoing 2+ years after sanction
W11404,Vanya Suresh,Kanpur,Zilla Panchayat,School Building Repair,3.79,Completed,14.659534434233215,Flagged by ML pattern only
W10164,Ronith Zachariah,Asansol,State Housing Board,School Building Repair,12.8,Ongoing,14.652834022004463,Still ongoing 2+ years after sanction
W12004,Owen Bala,Thane,District Rural Development Agency,Road Construction,10.15,Ongoing,14.64287924,Still ongoing 2+ years after sanction
W10378,Bachittar Choudhry,Dharwad,Public Works Department,Road Construction,19.51,Completed,14.641816211432118,Flagged by ML pattern only
W11104,Ria Ratta,Pune,Municipal Corporation,Street Lighting,3.44,Ongoing,14.63938100072593,Still ongoing 2+ years after sanction
W11006,Odika Naik,Thane,Public Works Department,School Building Repair,3.41,Ongoing,14.639041729494592,Still ongoing 2+ years after sanction
W12648,Tanish Iyer,Darjeeling,State Housing Board,Community Health Center,22.24,Ongoing,14.637396049508125,Flagged by ML pattern only
W12597,Vanya Suresh,Salem,District Rural Development Agency,Road Construction,17.72,Completed,14.626663806650297,Flagged by ML pattern only
W11602,Deepa Gala,Darjeeling,State Housing Board,Drinking Water Supply,4.36,Ongoing,14.625663802594204,Still ongoing 2+ years after sanction
W12953,Eesha Memon,Dharwad,State Housing Board,Street Lighting,2.17,Completed,14.619816623767836,Flagged by ML pattern only
W10715,Odika Naik,Nashik,Public Works Department,Drinking Water Supply,11.29,Ongoing,14.617633464273295,Still ongoing 2+ years after sanction
W10960,Tanish Iyer,Varanasi,District Rural Development Agency,School Building Repair,6.34,Completed,14.615520780040459,Flagged by ML pattern only
W12703,Tanish Iyer,Chennai,Municipal Corporation,Street Lighting,2.73,Completed,14.613205451512943,Flagged by ML pattern only
W12195,Gaurav Chandra,Mysuru,Zilla Panchayat,Drainage System,12.81,Ongoing,14.611329970209667,Still ongoing 2+ years after sanction
W10361,Hemang Bava,Kolkata,District Rural Development Agency,Community Health Center,15.63,Ongoing,14.609392370989413,Still ongoing 2+ years after sanction
W10894,Oliver Sarma,Madurai,District Rural Development Agency,Road Construction,26.91,Completed,14.608838462544952,Flagged by ML pattern only
W10774,Ishwar Boase,Howrah,Public Works Department,Drinking Water Supply,11.4,Ongoing,14.607904730463725,Still ongoing 2+ years after sanction
W12295,Yug Choudhry,Lucknow,Zilla Panchayat,Drinking Water Supply,7.59,Ongoing,14.603485417225416,Still ongoing 2+ years after sanction
W10016,Varsha Morar,Dharwad,State Housing Board,Drainage System,4.04,Completed,14.601909691694667,Flagged by ML pattern only
W10707,Pallavi Krish,Pune,State Housing Board,Public Toilet Complex,4.87,Ongoing,14.597779283313631,Still ongoing 2+ years after sanction
W10697,Ishwar Boase,Coimbatore,State Housing Board,Drainage System,14.92,Ongoing,14.595541101329772,Still ongoing 2+ years after sanction
W12077,Azaan Gupta,Kolkata,Municipal Corporation,School Building Repair,14.89,Ongoing,14.594283725766706,Still ongoing 2+ years after sanction
W12968,Ekansh Sami,Belagavi,District Rural Development Agency,Drinking Water Supply,9.08,Ongoing,14.592258713177483,Still ongoing 2+ years after sanction
W12430,Gaurav Chandra,Mysuru,Zilla Panchayat,Drinking Water Supply,16.59,Ongoing,14.591903001496613,Still ongoing 2+ years after sanction
W11740,Nicholas Gour,Dharwad,State Housing Board,Drainage System,8.42,Ongoing,14.589548369238344,Still ongoing 2+ years after sanction
W11011,Nicholas Gour,Kolkata,District Rural Development Agency,Drainage System,14.29,Ongoing,14.575033345136335,Still ongoing 2+ years after sanction
W10595,Harrison Kapur,Salem,State Housing Board,School Building Repair,8.07,Ongoing,14.565643870499242,Still ongoing 2+ years after sanction
W12591,Odika Naik,Darjeeling,District Rural Development Agency,Street Lighting,2.69,Completed,14.565368301922149,Flagged by ML pattern only
W10855,Ishwar Boase,Belagavi,Municipal Corporation,Street Lighting,3.91,Ongoing,14.565068616202202,Still ongoing 2+ years after sanction
W12906,Mugdha Varty,Kanpur,District Rural Development Agency,Street Lighting,5.58,Completed,14.564274019102639,Flagged by ML pattern only
W10235,Ria Ratta,Bengaluru Urban,Zilla Panchayat,Community Health Center,11.27,Ongoing,14.564213685369502,Still ongoing 2+ years after sanction
W12892,Lucky Prashad,Thane,Public Works Department,Drinking Water Supply,12.97,Completed,14.564105901645497,Flagged by ML pattern only
W10818,Widisha Yohannan,Kolkata,District Rural Development Agency,Drinking Water Supply,11.49,Ongoing,14.562061733025836,Still ongoing 2+ years after sanction
W11624,Yadavi Deshmukh,Dharwad,Municipal Corporation,School Building Repair,13.83,Ongoing,14.56178198008452,Still ongoing 2+ years after sanction
W12421,Deepa Gala,Pune,Public Works Department,Street Lighting,3.69,Ongoing,14.555126096360205,Still ongoing 2+ years after sanction
W12916,Eesha Memon,Howrah,State Housing Board,Drainage System,7.77,Ongoing,14.55067020517265,Still ongoing 2+ years after sanction
W12746,Christopher Kadakia,Salem,Public Works Department,Drainage System,16.46,Ongoing,14.547584606259752,Still ongoing 2+ years after sanction
W12275,Meera Banerjee,Nagpur,Municipal Corporation,Road Construction,16.33,Completed,14.545038209782598,Flagged by ML pattern only
W12907,Gaurav Chandra,Lucknow,State Housing Board,Drinking Water Supply,17.65,Completed,14.543791081578803,Flagged by ML pattern only
W11754,Ronith Zachariah,Thane,Municipal Corporation,School Building Repair,11.26,Ongoing,14.543060596502468,Still ongoing 2+ years after sanction
W11562,Tanish Iyer,Agra,Zilla Panchayat,Drainage System,16.49,Completed,14.540159214723602,Flagged by ML pattern only
W12725,Azaan Gupta,Varanasi,District Rural Development Agency,School Building Repair,3.76,Ongoing,14.534647925046368,Still ongoing 2+ years after sanction
W12644,Ekansh Sami,Agra,Public Works Department,Public Toilet Complex,6.19,Ongoing,14.531743453669552,Still ongoing 2+ years after sanction
W10637,Hemang Bava,Salem,State Housing Board,Road Construction,25.94,Completed,14.525605923626959,Flagged by ML pattern only
W12826,Krishna Pant,Madurai,Public Works Department,Public Toilet Complex,6.82,Ongoing,14.525394186049812,Still ongoing 2+ years after sanction
W11509,Jagat Mangat,Chennai,Municipal Corporation,School Building Repair,10.92,Ongoing,14.519508540949339,Still ongoing 2+ years after sanction
W11626,Advaith Gole,Kanpur,Municipal Corporation,Drainage System,8.65,Ongoing,14.514765454897233,Still ongoing 2+ years after sanction
W12523,Varsha Morar,Chennai,Public Works Department,Community Health Center,28.83,Ongoing,14.513201908024307,Flagged by ML pattern only
W11300,Yutika Rana,Dharwad,Public Works Department,School Building Repair,12.08,Completed,14.511400890348677,Flagged by ML pattern only
W12207,Krishna Pant,Madurai,State Housing Board,Community Health Center,14.23,Ongoing,14.506313871822467,Still ongoing 2+ years after sanction
